,Longitude,Latitude,Soil Mapping Unit,Country
1135,115.12,-23.17,6189,"TOWERA, AS"
1136,115.23,-25.41,5959,"TOWRANA, AS"
1137,115.97,-27.39,5952,"TWIN PEAKS, AS"
1138,115.5,-27.1,6189,"WAIL, AS"
1139,114.55,-23.76,5959,"WANDAGEE, AS"
1140,115.63,-27.99,6172,"WANDINA, AS"
1141,115.15,-23.86,5901,"WILLIAMBURY, AS"
1142,115.12,-25.3,5959,"WINDERIE, AS"
1143,115.12,-25.3,5959,"WINDERIE, AS"
1144,114.75,-26.05,6043,"WOODLEIGH, AS"
1145,115.83,-27.75,6172,"WOOLGORONG, AS"
1146,114.28,-25.74,6146,"WOORAMEL, AS"
1147,114.28,-25.74,6146,"WOORAMEL, AS"
1148,114.68,-25.18,6043,"YALBALGO, AS"
1149,114.68,-25.18,6043,"YALBALGO, AS"
1150,114.68,-25.18,6043,"YALBALGO, AS"
1151,114.68,-25.18,6043,"YALBALGO, AS"
1152,115.51,-27.43,6189,"YALLALONG, AS"
1153,114.32,-25.94,6199,"YARINGA STATION, AS"
1154,114.32,-25.94,6199,"YARINGA STATION, AS"
1155,114.29,-26.2,6158,"CARBLA STATION, AS"
1156,114.22,-24.9,6043,"MEERAGOOLIA, AS"
1157,114.22,-24.9,6043,"MEERAGOOLIA, AS"
1158,113.65,-24.9,6199,"CARNARVON POST OFFICE, AS"
1159,115.05,-27.52,5952,"COOLCALALYA, AS"
1160,115.05,-27.52,6043,"COOLCALALYA, AS"
1161,115.38,-24.22,5959,"MOOGOOREE O.S., AS"
1162,115.38,-24.22,5959,"MOOGOOREE O.S., AS"
1163,115.38,-24.22,5959,"MOOGOOREE O.S., AS"
1164,115.38,-24.22,5959,"MOOGOOREE O.S., AS"
1165,114.7,-23.4,5901,"PLEAIDES, AS"
1166,114.54,-23.16,6189,"WINNING, AS"
1167,114.02,-23.5,6146,"MIA MIA 2 SUB BORE, AS"
1168,114.02,-23.5,6147,"MIA MIA 2 SUB BORE, AS"
1169,114.4,-25.49,5952,"WAHROONGA, AS"
1170,115.93,-26.59,6189,"MOUNT NARRYER, AS"
1171,114.5,-24.31,6043,"HILL SPRINGS, AS"
1172,115.55,-26.62,6189,"MUGGON, AS"
1173,115.55,-26.62,6189,"MUGGON, AS"
1174,115.04,-23.03,6189,"EMU CREEK STATION, AS"
1175,114.58,-24.87,5952,"MILLIE MILLIE, AS"
1176,114.58,-24.87,5952,"MILLIE MILLIE, AS"
1177,113.9,-25.2,5952,"BOODALIA, AS"
1178,114.25,-26.3,6158,"BOOLAGOORDA, AS"
1179,115.6,-25.3,5959,"BOUNDARY STORE, AS"
1180,115.1,-25.8,6043,"CALLATHARRA, AS"
1181,114.39,-25.09,6043,"ELLA VALLA, AS"
1182,113.81,-26.26,6054,"NANGA, AS"
1183,113.5,-24.5,6997,"POINT CHARLES, AS"
1184,113.8,-24.3,6199,"SHAWS TANK, AS"
1185,113.78,-23.49,6189,"WARROORA, AS"
1186,113.78,-23.49,6189,"WARROORA, AS"
1187,114.1,-24.2,6043,"YALOBIA, AS"
1188,113.83,-24.82,6146,"BRICKHOUSE WOOLSHED, AS"
1189,113.83,-24.82,6146,"BRICKHOUSE WOOLSHED, AS"
1190,114.27,-24.43,5952,"COORALYA O.S., AS"
1191,113.62,-23.63,6043,"CAPE FARQUHAR, AS"
1192,113.62,-23.63,6043,"CAPE FARQUHAR, AS"
1193,115.97,-26.96,6189,"MEEBERRIE, AS"
1194,115.98,-25.97,6189,"MEARABUNDIE, AS"
1195,115.98,-25.97,6189,"MEARABUNDIE, AS"
1196,115.98,-25.97,6189,"MEARABUNDIE, AS"
1197,115.98,-25.97,6189,"MEARABUNDIE, AS"
1198,114.61,-26.82,6189,"BILLABONG ROADHOUSE, AS"
1199,114.61,-26.82,6189,"BILLABONG ROADHOUSE, AS"
1200,114.01,-23.81,6146,"MINILYA BRIDGE, AS"
1201,113.41,-24.4,6054,"QUOBBA, AS"
1202,114.28,-25.02,6043,"DOORAWARRAH O.S., AS"
1203,114.28,-25.02,6043,"DOORAWARRAH O.S., AS"
1204,114.28,-25.02,6043,"DOORAWARRAH O.S., AS"
1205,114.28,-25.02,6043,"DOORAWARRAH O.S., AS"
1206,113.4,-26.12,6054,"USELESS LOOP, AS"
1207,113.4,-26.12,6054,"USELESS LOOP, AS"
1208,115.86,-25.03,5959,"WEEDARRAH, AS"
1209,115.96,-26.89,6189,"MURCHISON, AS"
1210,115.06,-27.52,6043,"COOLCALALAYA, AS"
1211,115.06,-27.52,6043,"COOLCALALAYA, AS"
1212,115.24,-26.1,6043,"YALARDY, AS"
1213,113.22,-26.18,6054,"STEEP POINT, AS"
1214,113.22,-26.18,6054,"STEEP POINT, AS"
1215,113.22,-26.18,6054,"STEEP POINT, AS"
1216,113.22,-26.18,6054,"STEEP POINT, AS"
1217,114.77,-23.91,5959,"MIDDALYA, AS"
1218,113.58,-25.89,6054,"SHARK BAY AIRPORT, AS"
1219,113.58,-25.89,6054,"SHARK BAY AIRPORT, AS"
1220,116.0,-25.04,5959,"MOOLOO DOWNS, AS"
1221,113.79,-24.81,6146,"FAR END PLANTATION, AS"
1222,116.28,-28.63,6189,"BARNONG, AS"
1223,116.28,-28.63,6189,"BARNONG, AS"
1224,117.92,-26.97,6189,"BEEBYN, AS"
1225,117.92,-26.97,6189,"BEEBYN, AS"
1226,117.92,-26.97,6189,"BEEBYN, AS"
1227,117.92,-26.97,6189,"BEEBYN, AS"
1228,118.03,-26.36,6189,"BELELE, AS"
1229,116.95,-26.04,6172,"BERINGARRA, AS"
1230,117.67,-27.35,6172,"BIG BELL, AS"
1231,117.9,-28.3,6174,"BOODANOO, AS"
1232,117.67,-28.04,6189,"BOOGARDIE, AS"
1233,116.54,-26.98,6189,"BOOLARDY, AS"
1234,118.79,-25.51,6172,"BRYAH, AS"
1235,117.3,-27.48,6189,"BULLARA, AS"
1236,116.57,-28.61,6189,"BUNNAWARRA, AS"
1237,117.36,-28.78,6199,"BURNERBINMAH, AS"
1238,118.49,-26.13,6189,"BUTTAH, AS"
1239,118.33,-27.25,6172,"COGLA DOWNS NATTE, AS"
1240,117.65,-27.25,6172,"COODARDY, AS"
1241,117.25,-27.3,6189,"COODARDY YENTON, AS"
1242,117.7,-29.37,6174,"COODINGNOW, AS"
1243,117.7,-29.37,6174,"COODINGNOW, AS"
1244,117.9,-27.42,6172,"CUE, AS"
1245,117.9,-27.42,6172,"CUE, AS"
1246,118.36,-27.04,6172,"CULLCULLI, AS"
1247,119.57,-24.0,5959,"BULLOO DOWNS, AS"
1248,118.17,-26.88,6172,"ANNEAN, AS"
1249,117.75,-27.38,6172,"AUSTIN DOWNS, AS"
1250,117.85,-27.47,6172,"DAY DAWN, AS"
1251,117.85,-27.47,6172,"DAY DAWN, AS"
1252,119.23,-25.69,5959,"DOOLGUNNA, AS"
1253,117.15,-28.27,6043,"EDAH, AS"
1254,117.15,-28.27,6043,"EDAH, AS"
1255,116.56,-23.92,5952,"WANNA, AS"
1256,116.56,-23.92,5952,"WANNA, AS"
1257,118.2,-26.45,6189,"FOUR CORNERS, AS"
1258,116.34,-28.25,6189,"GABYON, AS"
1259,116.22,-24.05,5959,"WANNA, AS"
1260,116.22,-24.05,5959,"WANNA, AS"
1261,116.12,-25.43,6172,"GLENBURGH, AS"
1262,116.12,-25.43,6172,"GLENBURGH, AS"
1263,117.5,-26.11,5952,"JUDAL STATION, AS"
1264,118.84,-26.91,6189,"HILLVIEW, AS"
1265,117.49,-27.63,6172,"ILLGIDDY, AS"
1266,119.58,-24.34,6172,"ILLGARARIE, AS"
1267,119.58,-24.34,6172,"ILLGARARIE, AS"
1268,116.74,-27.74,6172,"JINGEMARRA, AS"
1269,117.12,-26.89,6172,"KALLI, AS"
1270,117.12,-26.89,6172,"KALLI, AS"
1271,118.96,-26.35,6189,"KILLARA, AS"
1272,117.78,-28.56,6043,"KIRKALOCKA, AS"
1273,117.78,-28.56,6043,"KIRKALOCKA, AS"
1274,117.78,-26.27,6189,"KOONMARRA, AS"
1275,117.78,-26.27,6189,"KOONMARRA, AS"
1276,117.78,-26.27,6189,"KOONMARRA, AS"
1277,117.78,-26.27,6189,"KOONMARRA, AS"
1278,117.9,-27.6,6997,"LAKE AUSTIN, AS"
1279,117.75,-27.6,6149,"LAKESIDE, AS"
1280,116.9,-25.13,6189,"LANDOR, AS"
1281,117.59,-26.94,6172,"MADOONGA, AS"
1282,116.55,-26.45,6189,"MANFRED, AS"
1283,116.2,-28.3,5907,"MARLOO, AS"
1284,118.54,-26.61,6172,"MEEKATHARRA AIRPORT, AS"
1285,118.49,-26.59,6172,"MEEKATHARRA POST OFFICE, AS"
1286,118.27,-28.45,6997,"MEELINE STATION, AS"
1287,116.83,-27.42,6189,"MEKA STATION, AS"
1288,116.83,-27.42,6189,"MEKA STATION, AS"
1289,117.33,-26.37,6189,"MILEURA, AS"
1290,117.33,-26.37,6189,"MILEURA, AS"
1291,118.3,-25.09,6172,"MILGUN, AS"
1292,118.71,-24.95,6172,"MINGAH, AS"
1293,117.6,-25.92,5952,"MOORARIE, AS"
1294,117.6,-25.92,5952,"MOORARIE, AS"
1295,116.91,-24.31,6172,"MOUNT AUGUSTUS, AS"
1296,117.55,-27.88,6172,"MOUNT FARMER, AS"
1297,117.39,-25.81,6189,"MOUNT GOULD, AS"
1298,116.89,-24.86,5959,"MOUNT JAMES, AS"
1299,117.85,-28.06,6189,"MOUNT MAGNET, AS"
1300,116.31,-24.4,5959,"MOUNT PHILLIP, AS"
1301,118.24,-24.23,5959,"MOUNT VERNON, AS"
1302,116.69,-27.42,6189,"MOUNT WITTENOOM, AS"
1303,116.69,-27.42,6189,"MOUNT WITTENOOM, AS"
1304,118.47,-24.83,6177,"MULGUL, AS"
1305,120.24,-23.79,6172,"MUNDIWINDI, AS"
1306,117.03,-28.53,6174,"MURALGARRA, AS"
1307,116.43,-27.36,5952,"MURGOO, AS"
1308,117.61,-28.65,6174,"NALBARRA, AS"
1309,118.4,-26.9,6172,"NANNINE, AS"
1310,118.19,-28.95,6174,"NARNDEE, AS"
1311,117.29,-29.43,6174,"NINGHAN STATION, AS"
1312,116.83,-28.12,6172,"NOONGALL, AS"
1313,116.83,-28.12,6172,"NOONGALL, AS"
1314,118.71,-25.64,6174,"PEAK HILL, AS"
1315,116.65,-28.05,6189,"PINDATHUNA, AS"
1316,117.92,-29.19,6043,"PULLAGAROO, AS"
1317,117.92,-29.19,6043,"PULLAGAROO, AS"
1318,118.5,-29.55,6048,"RPF 126 MILE, AS"
1319,118.45,-29.02,6174,"DROMEDARY HILLS, AS"
1320,118.45,-29.02,6174,"DROMEDARY HILLS, AS"
1321,118.7,-26.85,6189,"RPF 180 MILE, AS"
1322,118.6,-27.95,6189,"RPF 206 MILE, AS"
1323,118.25,-27.15,6172,"REEDY, AS"
1324,118.54,-26.56,6172,"SHERWOOD, AS"
1325,120.05,-23.59,5959,"SYLVANIA, AS"
1326,119.15,-25.13,6172,"THREE RIVERS, AS"
1327,117.13,-28.89,6189,"THUNDELARRA, AS"
1328,118.08,-27.12,6177,"TUCKANARRA, AS"
1329,118.08,-27.12,6177,"TUCKANARRA, AS"
1330,118.08,-27.12,6177,"TUCKANARRA, AS"
1331,118.08,-27.12,6177,"TUCKANARRA, AS"
1332,118.66,-23.62,5952,"TUREE CREEK, AS"
1333,118.66,-23.62,5952,"TUREE CREEK, AS"
1334,116.11,-23.48,5901,"ULLAWARRA, AS"
1335,117.88,-27.83,6172,"WANARIE, AS"
1336,117.88,-27.83,6172,"WANARIE, AS"
1337,118.0,-25.7,6172,"WANDARY, AS"
1338,118.58,-28.01,6189,"WINDSOR, AS"
1339,118.58,-28.01,6189,"WINDSOR, AS"
1340,116.57,-27.81,6172,"WOOGALONG, AS"
1341,116.16,-27.09,6189,"WOOLEEN, AS"
1342,117.83,-28.84,6174,"WYDGEE, AS"
1343,116.68,-28.34,6189,"YALGOO, AS"
1344,116.68,-28.34,6189,"YALGOO, AS"
1345,119.82,-26.36,6172,"YANDIL, AS"
1346,119.82,-26.36,6172,"YANDIL, AS"
1347,117.99,-25.58,6189,"YARLERWEELOR, AS"
1348,116.16,-24.65,5959,"YINNETHARRA, AS"
1349,117.66,-28.23,6043,"YOWERAGABBIE, AS"
1350,116.03,-27.98,6189,"YUIN, AS"
1351,118.42,-27.86,6149,"WONDINONG, AS"
1352,118.42,-27.86,6189,"WONDINONG, AS"
1353,117.6,-28.8,6174,"COONATHAGO O.S., AS"
1354,118.78,-27.13,6172,"YARRABUBBA, AS"
1355,118.78,-27.13,6172,"YARRABUBBA, AS"
1356,118.08,-25.69,6172,"MOUNT PADBURY, AS"
1357,118.08,-25.69,6172,"MOUNT PADBURY, AS"
1358,118.69,-26.28,6172,"MUNARRA, AS"
1359,120.5,-23.5,6192,"MURRAMUNDA, AS"
1360,119.65,-25.48,5959,"NEDS CREEK, AS"
1361,117.52,-24.0,5959,"PINGANDY, AS"
1362,117.52,-24.0,5959,"PINGANDY, AS"
1363,118.11,-24.81,6172,"WOODLANDS, AS"
1364,116.28,-28.41,5907,"WURARGA, AS"
1365,116.28,-28.41,5907,"WURARGA, AS"
1366,117.12,-27.12,6189,"NOONDIE 2, AS"
1367,117.12,-27.12,6189,"NOONDIE 2, AS"
1368,117.12,-27.12,6189,"NOONDIE 2, AS"
1369,117.12,-27.12,6189,"NOONDIE 2, AS"
1370,118.55,-28.32,6174,"WINDIMURRA, AS"
1371,118.55,-28.32,6174,"WINDIMURRA, AS"
1372,117.87,-27.95,6172,"LENNONVILLE, AS"
1373,116.47,-24.2,5959,"COBRA STATION, AS"
1374,118.67,-26.07,6174,"BUNGALOW, AS"
1375,118.67,-26.07,6189,"BUNGALOW, AS"
1376,117.25,-25.33,6172,"ERRIVILLA, AS"
1377,116.55,-28.48,5907,"WEARAGAMINDA, AS"
1378,118.0,-28.0,6043,"WOOLARA, AS"
1379,119.8,-26.4,6172,"RPF 375, AS"
1380,116.25,-26.17,6189,"YARRA YARRA, AS"
1381,118.4,-26.4,6172,"ABBOTTS, AS"
1382,117.03,-23.39,6177,"ASHBURTON DOWNS, AS"
1383,116.8,-28.6,5907,"BADGA, AS"
1384,119.75,-24.7,6172,"BALD HILL, AS"
1385,118.45,-29.45,6048,"BUNGAR, AS"
1386,118.93,-27.44,6172,"COGLA DOWNS, AS"
1387,116.21,-25.28,6068,"DALGETY DOWNS, AS"
1388,117.3,-29.0,6199,"FIELDS FIND, AS"
1389,116.3,-28.7,6189,"GULLEWA POST OFFICE, AS"
1390,116.3,-28.6,6189,"GULLEWA HOUSE, AS"
1391,119.25,-26.9,6172,"GUM CREEK, AS"
1392,116.89,-27.8,6189,"MELANGATA, AS"
1393,116.69,-26.07,5952,"MILLY MILLY, AS"
1394,116.69,-26.07,5952,"MILLY MILLY, AS"
1395,117.5,-26.95,6172,"MINDOOLAH, AS"
1396,117.59,-25.1,6189,"MOUNT CLERE, AS"
1397,117.75,-24.95,5959,"MOUNT EDGERTON, AS"
1398,118.98,-26.8,6189,"MURCHISON DOWNS, AS"
1399,118.98,-26.8,6189,"MURCHISON DOWNS, AS"
1400,117.39,-28.27,6199,"MURRUM STATION, AS"
1401,117.39,-28.27,6199,"MURRUM STATION, AS"
1402,118.0,-27.2,6177,"LAKE VIEW DOWNS, AS"
1403,116.88,-26.3,5952,"NOOKAWARRA, AS"
1404,116.88,-26.3,5952,"NOOKAWARRA, AS"
1405,117.68,-29.27,6174,"PAYNES FIND, AS"
1406,117.68,-29.27,6174,"PAYNES FIND, AS"
1407,117.68,-29.27,6174,"PAYNES FIND, AS"
1408,117.68,-29.27,6174,"PAYNES FIND, AS"
1409,117.6,-27.65,6189,"RPF TWO 64 MILE, AS"
1410,116.9,-29.3,6189,"ROTHESAY, AS"
1411,118.62,-25.97,6174,"CASHMAN, AS"
1412,118.62,-25.97,6174,"CASHMAN, AS"
1413,118.62,-25.97,6174,"CASHMAN, AS"
1414,118.62,-25.97,6174,"CASHMAN, AS"
1415,116.5,-28.5,6189,"WAGGA WAGGA, AS"
1416,117.0,-29.0,6174,"WARRIDAH, AS"
1417,117.0,-29.1,6189,"WARRIEDAR, AS"
1418,117.68,-28.38,6174,"WOGARNO, AS"
1419,117.68,-28.38,6174,"WOGARNO, AS"
1420,118.02,-27.55,6172,"YARRAQUIN, AS"
1421,118.02,-27.55,6172,"YARRAQUIN, AS"
1422,116.6,-26.25,5952,"YEDDERADDA, AS"
1423,118.49,-26.59,6172,"MEEKATHARRA, AS"
1424,117.86,-27.65,6199,"MURRALEE, AS"
1425,119.73,-23.37,6172,"NEWMAN, AS"
1426,119.61,-24.71,6172,"KUMARINA, AS"
1427,119.15,-23.55,6177,"PRAIRIE DOWNS, AS"
1428,118.19,-27.94,6043,"WYNYANGOO, AS"
1429,118.68,-26.13,6189,"KARALUNDI, AS"
1430,118.68,-26.13,6189,"KARALUNDI, AS"
1431,116.34,-27.96,6189,"TARDIE STATION, AS"
1432,117.02,-27.77,6189,"DALGARANGA, AS"
1433,117.02,-27.77,6189,"DALGARANGA, AS"
1434,117.02,-27.77,6189,"DALGARANGA, AS"
1435,117.02,-27.77,6189,"DALGARANGA, AS"
1436,118.93,-27.62,6172,"INGLEWOOD, AS"
1437,118.93,-27.62,6172,"INGLEWOOD, AS"
1438,118.22,-27.55,6172,"YARRAQUIN, AS"
1439,118.22,-27.55,6172,"YARRAQUIN, AS"
1440,119.76,-26.26,6172,"PAROO, AS"
1441,117.14,-25.46,6189,"ERRABIDDY, AS"
1442,117.76,-25.58,6189,"TRILBAR, AS"
1443,116.12,-23.76,6172,"EDMUND, AS"
1444,116.12,-23.76,6172,"EDMUND, AS"
1445,118.71,-24.95,6172,"MINGAH SPRINGS, AS"
1446,116.55,-28.35,6189,"JOHARDO, AS"
1447,116.62,-28.15,6189,"RPF TWO 115 MILE, AS"
1448,116.62,-28.15,6189,"RPF TWO 115 MILE, AS"
1449,117.76,-29.07,6174,"OUDABUNNA, AS"
1450,117.76,-29.07,6174,"OUDABUNNA, AS"
1451,119.37,-23.1,6177,"RHODES RIDGE, AS"
1452,116.5,-23.22,5952,"YIRRIGULLY, AS"
1453,116.5,-23.22,5952,"YIRRIGULLY, AS"
1454,116.63,-28.52,6189,"RPF 40 MILE, AS"
1455,116.63,-28.52,6189,"RPF 40 MILE, AS"
1456,119.78,-23.4,6172,"MINDEROO, AS"
1457,119.78,-23.4,6172,"MINDEROO, AS"
1458,116.87,-28.58,5907,"GNOWS NEST, AS"
1459,116.93,-28.7,6174,"GOLDEN GROVE, AS"
1460,118.47,-26.47,6172,"GARDEN GULLY, AS"
1461,118.47,-26.47,6172,"GARDEN GULLY, AS"
1462,119.8,-23.42,6172,"NEWMAN AERO, AS"
1463,119.8,-23.42,6172,"NEWMAN AERO, AS"
1464,117.69,-23.6,5959,"MININER, AS"
1465,117.67,-23.2,6177,"PARABURDOO, AS"
1466,118.94,-24.41,5959,"TANGADEE, AS"
1467,120.01,-25.04,5959,"MARYMIA, AS"
1468,120.01,-23.98,6172,"WEELARRANA, AS"
1469,117.83,-28.12,6189,"MOUNT MAGNET AERO, AS"
1470,117.83,-28.12,6189,"MOUNT MAGNET AERO, AS"
1471,117.75,-23.17,6177,"PARABURDOO AERO, AS"
1472,116.67,-25.57,6189,"ERONG, AS"
1473,116.67,-25.57,6189,"ERONG, AS"
1474,118.03,-28.2,6174,"MOOLA EAST, AS"
1475,117.83,-29.39,6043,"MARANALGO, AS"
1476,119.8,-23.45,6172,"CAPRICORN ROADHOUSE, AS"
1477,117.97,-27.32,6172,"NALLAN, AS"
1478,117.97,-27.32,6172,"NALLAN, AS"
1479,117.65,-27.05,6189,"GLEN STATION, AS"
1480,119.25,-27.07,6172,"YOUNO DOWNS, AS"
1481,119.25,-27.07,6172,"YOUNO DOWNS, AS"
1482,116.15,-26.08,6189,"BYRO, AS"
1483,116.92,-25.74,6189,"YUNDA STATION, AS"
1484,116.92,-25.74,6189,"YUNDA STATION, AS"
1485,118.31,-28.28,6199,"CHALLA, AS"
1486,118.5,-29.5,6048,"EAROO, AS"
1487,119.45,-25.31,6172,"PLUTONIC PLANT SITE, AS"
1488,118.27,-27.12,6172,"REEDY, AS"
1489,118.27,-27.12,6172,"REEDY, AS"
1490,117.36,-24.74,6177,"WALDBURG, AS"
1491,118.64,-26.92,6189,"GABANINTHA, AS"
1492,118.64,-26.92,6189,"GABANINTHA, AS"
1493,118.54,-26.61,6172,"MEEKATHARRA MILOS AWS COMPARIS, AS"
1494,116.91,-24.31,6172,"MOUNT AUGUSTUS RESORT, AS"
1495,119.72,-24.18,6172,"TEN SIXTY SIX, AS"
1496,119.72,-24.18,6172,"TEN SIXTY SIX, AS"
1497,119.72,-24.18,6172,"TEN SIXTY SIX, AS"
1498,119.72,-24.18,6172,"TEN SIXTY SIX, AS"
1499,116.54,-25.69,6189,"INNOUENDY, AS"
1500,117.84,-28.12,6189,"MOUNT MAGNET AERO, AS"
1501,117.84,-28.12,6189,"MOUNT MAGNET AERO, AS"
1502,114.63,-27.96,6048,"AJANA, AS"
1503,114.95,-28.06,6048,"BALLA, AS"
1504,116.77,-30.6,6193,"BALLIDU, AS"
1505,116.92,-30.59,6075,"BALLIDU EAST, AS"
1506,116.92,-30.59,6075,"BALLIDU EAST, AS"
1507,114.22,-28.01,6009,"BALLINE, AS"
1508,114.22,-28.01,6009,"BALLINE, AS"
1509,116.02,-30.73,5931,"BARBERTON, AS"
1510,116.02,-30.73,5931,"BARBERTON, AS"
1511,115.5,-29.33,6048,"BELLARANGA, AS"
1512,115.81,-28.9,6189,"PINDAWA, AS"
1513,116.14,-30.58,5931,"BERKSHIRE VALLEY, AS"
1514,116.39,-30.63,6124,"BINDI BINDI EAST, AS"
1515,114.67,-28.04,5930,"BINNU, AS"
1516,114.61,-28.75,6054,"BLUFF POINT, AS"
1517,114.67,-28.38,5930,"BOWES, AS"
1518,116.14,-29.33,6193,"BOWGADA, AS"
1519,116.78,-30.22,6158,"DALWALLINU NORTH, AS"
1520,116.78,-30.22,6158,"DALWALLINU NORTH, AS"
1521,116.78,-30.22,6158,"DALWALLINU NORTH, AS"
1522,116.78,-30.22,6158,"DALWALLINU NORTH, AS"
1523,116.5,-29.57,6048,"BUNJIL, AS"
1524,116.5,-29.57,6048,"BUNJIL, AS"
1525,117.04,-30.45,6193,"GLENFERRIE, AS"
1526,116.57,-29.99,6193,"BUNTINE, AS"
1527,116.77,-29.93,6189,"BUNTINE EAST, AS"
1528,115.18,-28.44,6189,"BUNYA BUNYA, AS"
1529,115.18,-28.44,6189,"BUNYA BUNYA, AS"
1530,116.17,-28.98,6049,"SHELLEYVALE, AS"
1531,116.7,-30.04,6193,"SUNNYDALE, AS"
1532,116.33,-30.29,6193,"BALGERBINE, AS"
1533,115.85,-28.9,6189,"CANNA 1, AS"
1534,115.9,-28.9,6189,"CANNA 2, AS"
1535,115.89,-29.69,5959,"CARNAMAH, AS"
1536,116.32,-29.58,6193,"CARON, AS"
1537,116.32,-29.58,6193,"CARON, AS"
1538,115.8,-28.52,6193,"PINDAR CHALLYMENDA, AS"
1539,115.8,-28.52,6193,"PINDAR CHALLYMENDA, AS"
1540,114.79,-28.5,5930,"NABAWA, AS"
1541,114.9,-28.75,5930,"TIBRADDEN, AS"
1542,114.8,-28.6,5930,"CHAPMAN EAST, AS"
1543,114.8,-28.4,5930,"CLARE HILL, AS"
1544,116.15,-29.1,6199,"BALMAHA, AS"
1545,115.82,-28.7,6189,"CLONTARF FARM, AS"
1546,115.82,-28.7,6189,"CLONTARF FARM, AS"
1547,116.8,-30.3,6158,"COOARRA, AS"
1548,115.5,-28.9,6048,"COOLANGATTA 1, AS"
1549,116.04,-30.46,6048,"COOMBERDALE, AS"
1550,116.02,-29.88,6193,"COOROW, AS"
1551,116.02,-29.88,6193,"COOROW, AS"
1552,115.99,-30.64,5931,"MOORA WEST, AS"
1553,116.66,-30.28,6158,"DALWALLINU COMPARISON, AS"
1554,116.7,-30.22,6158,"DAMBORING, AS"
1555,116.7,-30.22,6158,"DAMBORING, AS"
1556,115.21,-27.98,6048,"DARTMOOR, AS"
1557,115.14,-28.09,6048,"YAMMA, AS"
1558,116.0,-29.0,6189,"DINGLEY DELL, AS"
1559,114.93,-29.25,6054,"DONGARA, AS"
1560,114.9,-28.55,5930,"DURAWAH, AS"
1561,116.81,-30.91,6113,"DUNOLLY, AS"
1562,115.85,-29.47,6199,"FAIRFIELD, AS"
1563,115.85,-29.47,6199,"FAIRFIELD, AS"
1564,116.2,-29.3,6193,"KARINGA, AS"
1565,114.75,-28.88,6063,"GEORGINA, AS"
1566,114.61,-28.78,7001,"GERALDTON TOWN, AS"
1567,114.7,-28.8,6063,"GERALDTON AIRPORT, AS"
1568,114.76,-28.17,6048,"GLENEVA, AS"
1569,116.7,-30.75,6193,"GLENMORE, AS"
1570,116.89,-30.8,6193,"GLENVAR, AS"
1571,116.8,-30.3,6158,"GOWRIE, AS"
1572,115.95,-29.0,6189,"DOUTHA SPRINGS, AS"
1573,115.07,-29.55,6056,"GREEN GROVE, AS"
1574,114.8,-29.0,6054,"GREENOUGH, AS"
1575,114.7,-28.7,5930,"HILLRIVER FARM, AS"
1576,115.55,-29.04,5959,"SOUTH HOLMWOOD, AS"
1577,116.63,-30.28,6193,"HYDE PARK, AS"
1578,115.3,-28.8,6048,"ILLANA, AS"
1579,115.3,-28.55,6048,"INDARRA, AS"
1580,116.31,-30.67,5931,"INDARRIE, AS"
1581,114.65,-28.43,5930,"ISSEKA, AS"
1582,117.06,-30.7,6075,"KOKARDINE, AS"
1583,116.2,-29.94,6199,"KOOBABBIE, AS"
1584,116.05,-29.3,6193,"KOOLANOOKA EAST, AS"
1585,116.1,-29.3,6193,"KOOLANOOKA DAM, AS"
1586,116.51,-30.78,6193,"LAKE HINDS, AS"
1587,116.65,-30.95,6118,"LAKE NINAN, AS"
1588,116.44,-29.76,6193,"LATHAM, AS"
1589,116.58,-29.82,6193,"LATHAM EAST, AS"
1590,116.58,-29.82,6193,"LATHAM EAST, AS"
1591,116.58,-29.82,6193,"LATHAM EAST, AS"
1592,116.58,-29.82,6193,"LATHAM EAST, AS"
1593,115.98,-29.2,6189,"LINTONS STATION, AS"
1594,115.98,-29.2,6189,"LINTONS STATION, AS"
1595,114.31,-28.21,6056,"LYNTON, AS"
1596,116.12,-29.38,6193,"CARINYA, AS"
1597,116.12,-29.38,6193,"CARINYA, AS"
1598,115.94,-29.6,5959,"HIGHFIELDS, AS"
1599,115.78,-29.24,6048,"MALLEE VALE, AS"
1600,115.78,-29.24,6048,"MALLEE VALE, AS"
1601,115.63,-29.07,5959,"MANARRA, AS"
1602,115.63,-29.07,5959,"MANARRA, AS"
1603,116.53,-29.87,6193,"MAYA, AS"
1604,116.53,-29.87,6193,"MAYA, AS"
1605,116.19,-28.89,6049,"MELLENBYE, AS"
1606,116.9,-30.4,5954,"MELROSE, AS"
1607,115.5,-28.8,6189,"MENDEL, AS"
1608,116.21,-30.26,6193,"MANAVI, AS"
1609,116.36,-30.49,6124,"MILING, AS"
1610,115.24,-29.15,6048,"STRAWBERRY NORTH, AS"
1611,116.46,-30.42,6124,"MINDALLA, AS"
1612,116.46,-30.42,6124,"MINDALLA, AS"
1613,115.44,-29.19,6048,"MINGENEW, AS"
1614,116.32,-30.98,6118,"MINGA MIA, AS"
1615,116.32,-30.98,6118,"MINGA MIA, AS"
1616,116.13,-29.7,6193,"UPSAN DOWNS, AS"
1617,116.01,-30.64,5931,"MOORA, AS"
1618,115.88,-29.19,6048,"MORAWA WEST, AS"
1619,115.88,-29.19,6189,"MORAWA WEST, AS"
1620,116.01,-29.21,6189,"MORAWA, AS"
