"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BPW00080601","1996-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","12",",S","8",",S","0",",S","","","","","","","","","0",",S","30",",S","8",",S","","","","","","","","","","","19960625",",,S","19960618",",,S","","","","","","","20.1",",,S,25,","33.8",",S,18,","","","","","70.5",",,,S","","","","","31.02",",,,S","",""
"BPW00080601","1996-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","4","4,S","","","","","","","","","","","","","19960710",",4,S","","","","","","","","","33.2","4,S,10,","","","","","","","","","","","31.31","4,,,S","",""
"BPW00080601","1996-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","6","4,S","","","","","","","","","","","","","19960825",",4,S","","","","","","","","","33.4","4,S,25,","","","","","","","","","","","31.30","4,,,S","",""
"BPW00080601","1996-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","9","4,S","7","4,S","0","4,S","","","","","","","","","0","4,S","26","4,S","8","4,S","","","","","","","","","","","19960913",",4,S","19960908",",4,S","","","","","","","16.0","4,,S,13,","34.2","4,S,08,","","","","","63.4","4,,,S","","","","","31.50","4,,,S","",""
"BPW00080601","1996-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","9","2,S","","","","","","","","","","","","","19961015",",2,S","","","","","","","","","34.1","2,S,15,","","","","","","","","","","","31.74","2,,,S","",""
"BPW00080601","1996-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","13","2,S","9","2,S","2","2,S","","","","","","","","","0",",S","30",",S","5",",S","","","","","","","","","","","19961123",",2,S","19961110",",,S","","","","","","","55.1","2,,S,23,","33.3",",S,10,","","","","","156.1","2,,,S","","","","","31.50",",,,S","",""
"BPW00080601","1996-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","9","4,S","","","","","","","","","","","","","19961217",",4,S","","","","","","","","","33.0","4,S,17,","","","","","","","","","","","31.56","4,,,S","",""
"BPW00080601","1997-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","31",",S","8",",S","","","","","","","","","","","","","19970127",",,S","","","","","","","","","33.2",",S,27,","","","","","","","","","","","31.44",",,,S","",""
"BPW00080601","1997-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","25","3,S","1","3,S","","","","","","","","","","","","","19970206",",3,S","","","","","","","","","32.6","3,S,06,","","","","","","","","","","","31.24","3,,,S","",""
"BPW00080601","1997-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","19","4,S","12","4,S","2","4,S","","","","","","","","","0","4,S","27","4,S","1","4,S","","","","","","","","","","","19970317",",4,S","19970307",",4,S","","","","","","","140.0","4,,S,17,","32.2","4,S,07,","","","","","313.7","4,,,S","","","","","31.17","4,,,S","",""
"BPW00080601","1997-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","4","3,S","","","","","","","","","","","","","19970403",",3,S","","","","","","","","","33.1","3,S,03,","","","","","","","","","","","30.99","3,,,S","",""
"BPW00080601","1997-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","6","1,S","","","","","","","","","","","","","19970518",",1,S","","","","","","","","","33.9","1,S,18,","","","","","","","","","","","31.34","1,,,S","",""
"BPW00080601","1997-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","3","3,S","","","","","","","","","","","","","19970626",",3,S","","","","","","","","","33.0","3,S,26,","","","","","","","","","","","30.67","3,,,S","",""
"BPW00080601","1997-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","10","5,S","4","5,S","0","5,S","","","","","","","","","0","3,S","28","3,S","1","3,S","","","","","","","","","","","19970816",",5,S","19970829",",3,S","","","","","","","10.9","5,,S,16,","32.2","3,S,29,","","","","","27.6","5,,,S","","","","","30.18","3,,,S","",""
"BPW00080601","1998-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","24","4,S","3","4,S","","","","","","","","","","","","","19980203",",4,S","","","","","","","","","32.7","4,S,03,","","","","","","","","","","","31.43","4,,,S","",""
"BPW00080601","1998-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","7","4,S","","","","","","","","","","","","","19980417",",4,S","","","","","","","","","34.0","4,S,17,","","","","","","","","","","","31.50","4,,,S","",""
"BPW00080601","1998-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","9","4,S","","","","","","","","","","","","","19980818",",4,S","","","","","","","","","33.4","4,S,18,","","","","","","","","","","","31.53","4,,,S","",""
"BPW00080601","1998-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","9","4,S","","","","","","","","","","","","","19980930","+,4,S","","","","","","","","","33.6","4,S,30,+","","","","","","","","","","","31.62","4,,,S","",""
"BPW00080601","1998-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","13","5,S","","","","","","","","","","","","","19981026",",5,S","","","","","","","","","34.8","5,S,26,","","","","","","","","","","","32.07","5,,,S","",""
"BPW00080601","1998-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","6","5,S","","","","","","","","","","","","","19981107",",5,S","","","","","","","","","33.8","5,S,07,","","","","","","","","","","","31.40","5,,,S","",""
"BPW00080601","1998-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","2","5,S","","","","","","","","","","","","","19981229",",5,S","","","","","","","","","34.0","5,S,29,","","","","","","","","","","","31.50","5,,,S","",""
"BPW00080601","1999-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","23","5,S","1","5,S","","","","","","","","","","","","","19990228",",5,S","","","","","","","","","32.5","5,S,28,","","","","","","","","","","","29.74","5,,,S","",""
"BPW00080601","1999-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","8","5,S","","","","","","","","","","","","","19990317",",5,S","","","","","","","","","33.0","5,S,17,","","","","","","","","","","","31.63","5,,,S","",""
"BPW00080601","1999-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","3","5,S","","","","","","","","","","","","","19990511",",5,S","","","","","","","","","33.0","5,S,11,","","","","","","","","","","","30.99","5,,,S","",""
"BPW00080601","1999-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","1","5,S","","","","","","","","","","","","","19990826",",5,S","","","","","","","","","32.5","5,S,26,","","","","","","","","","","","30.97","5,,,S","",""
"BPW00080601","2000-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","3","5,S","","","","","","","","","","","","","20000121",",5,S","","","","","","","","","32.7","5,S,21,","","","","","","","","","","","31.15","5,,,S","",""
"BPW00080601","2000-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","25","4,S","5","4,S","","","","","","","","","","","","","20000209",",4,S","","","","","","","","","32.6","4,S,09,","","","","","","","","","","","31.45","4,,,S","",""
"BPW00080601","2000-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","3","5,S","","","","","","","","","","","","","20000421","+,5,S","","","","","","","","","32.4","5,S,21,+","","","","","","","","","","","31.11","5,,,S","",""
"BPW00080601","2004-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","10","5,S","","","","","","","","","","","","","20040504",",5,S","","","","","","","","","33.1","5,S,04,","","","","","","","","","","","31.87","5,,,S","",""
"BPW00080601","2009-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","28","2,S","14","2,S","","","","","","","","","","","","","20091124",",2,S","","","","","","","","","34.0","2,S,24,","","","","","","","","","","","32.16","2,,,S","",""
"BPW00080601","2009-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","27","4,S","9","4,S","","","20091217",",4,S","","","","","","","","","20091209",",4,S","20.6","4,S,17,","","","","","","","34.9","4,S,09,","","","","","","","","","27.31","8,S","31.79","4,,,S","22.82","4,,,S"
"BPW00080601","2010-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","8","3,S","","","","","","","","","","","","","20100131",",3,S","","","","","","","","","35.8","3,S,31,","","","","","","","","","","","31.40","3,,,S","",""
"BPW00080601","2010-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","27","1,S","15","1,S","","","","","","","","","","","","","20100201",",1,S","","","","","","","","","36.1","1,S,01,","","","","","","","","","","","32.37","1,,,S","",""
"BPW00080601","2010-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","28","2,S","18","2,S","","","","","","","","","","","","","20100427","+,2,S","","","","","","","","","32.8","2,S,27,+","","","","","","","","","","","32.13","2,,,S","",""
"BPW00080601","2010-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","31",",S","17",",S","","","","","","","","","","","","","20100502",",,S","","","","","","","","","33.7",",S,02,","","","","","","","","","","","32.37",",,,S","",""
"BPW00080601","2010-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","9","4,S","","","","","","","","","","","","","20100621",",4,S","","","","","","","","","33.2","4,S,21,","","","","","","","","","","","31.82","4,,,S","",""
"BPW00080601","2010-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","6","1,S","","","","","","","","","","","","","20100729",",1,S","","","","","","","","","34.1","1,S,29,","","","","","","","","","","","31.74","1,,,S","",""
"BPW00080601","2010-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","8","1,S","","","","","","","","","","","","","20100821",",1,S","","","","","","","","","33.0","1,S,21,","","","","","","","","","","","31.28","1,,,S","",""
"BPW00080601","2010-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","28","2,S","8","2,S","","","","","","","","","","","","","20100923",",2,S","","","","","","","","","33.2","2,S,23,","","","","","","","","","","","31.62","2,,,S","",""
"BPW00080601","2010-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","31",",S","9",",S","","","","","","","","","","","","","20101018",",,S","","","","","","","","","32.6",",S,18,","","","","","","","","","","","31.58",",,,S","",""
"BPW00080601","2010-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","3","3,S","","","","","","","","","","","","","20101122",",3,S","","","","","","","","","33.2","3,S,22,","","","","","","","","","","","31.21","3,,,S","",""
"BPW00080601","2010-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","10","2,S","","","","","","","","","","","","","20101214",",2,S","","","","","","","","","33.5","2,S,14,","","","","","","","","","","","31.44","2,,,S","",""
"BPW00080601","2011-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","4","5,S","","","","","","","","","","","","","20110126",",5,S","","","","","","","","","34.0","5,S,26,","","","","","","","","","","","31.22","5,,,S","",""
"BPW00080601","2011-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","26","2,S","4","2,S","","","","","","","","","","","","","20110217",",2,S","","","","","","","","","33.6","2,S,17,","","","","","","","","","","","31.31","2,,,S","",""
"BPW00080601","2011-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","14","1,S","","","","","","","","","","","","","20110330",",1,S","","","","","","","","","33.5","1,S,30,","","","","","","","","","","","31.71","1,,,S","",""
"BPW00080601","2011-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","6","3,S","","","","","","","","","","","","","20110419",",3,S","","","","","","","","","33.2","3,S,19,","","","","","","","","","","","31.59","3,,,S","",""
"BPW00080601","2011-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","5","2,S","","","","","","","","","","","","","20110529",",2,S","","","","","","","","","33.2","2,S,29,","","","","","","","","","","","31.57","2,,,S","",""
"BPW00080601","2011-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","10","3,S","","","","","","","","","","","","","20110614",",3,S","","","","","","","","","34.7","3,S,14,","","","","","","","","","","","31.94","3,,,S","",""
"BPW00080601","2011-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","10","2,S","","","","","","","","","","","","","20110712",",2,S","","","","","","","","","34.0","2,S,12,","","","","","","","","","","","31.64","2,,,S","",""
"BPW00080601","2011-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","3","2,S","","","","","","","","","","","","","20110826",",2,S","","","","","","","","","33.4","2,S,26,","","","","","","","","","","","31.06","2,,,S","",""
"BPW00080601","2011-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","30",",S","21",",S","","","","","","","","","","","","","20110918",",,S","","","","","","","","","33.8",",S,18,","","","","","","","","","","","32.39",",,,S","",""
"BPW00080601","2011-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","6","3,S","","","","","","","","","","","","","20111001",",3,S","","","","","","","","","33.5","3,S,01,","","","","","","","","","","","31.56","3,,,S","",""
"BPW00080601","2011-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","6","3,S","","","","","","","","","","","","","20111123",",3,S","","","","","","","","","33.0","3,S,23,","","","","","","","","","","","31.25","3,,,S","",""
"BPW00080601","2012-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","1","1,S","","","","","","","","","","","","","20120126",",1,S","","","","","","","","","32.5","1,S,26,","","","","","","","","","","","30.73","1,,,S","",""
"BPW00080601","2012-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","29",",S","3",",S","","","","","","","","","","","","","20120218",",,S","","","","","","","","","32.6",",S,18,","","","","","","","","","","","30.78",",,,S","",""
"BPW00080601","2012-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","0","5,S","0","5,S","0","3,S","28","3,S","10","3,S","","","20120303",",5,S","","","","","","","","","20120312",",3,S","21.9","5,S,03,","","","","","","","33.2","3,S,12,","","","","","","","","","27.37","7,S","31.63","3,,,S","23.11","5,,,S"
"BPW00080601","2012-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","7","3,S","","","","","","","","","","","","","20120403",",3,S","","","","","","","","","33.4","3,S,03,","","","","","","","","","","","31.57","3,,,S","",""
"BPW00080601","2012-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","8","1,S","","","","","","","","","","","","","20120523",",1,S","","","","","","","","","34.3","1,S,23,","","","","","","","","","","","31.78","1,,,S","",""
"BPW00080601","2012-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","30",",S","7",",S","","","","","","","","","","","","","20120605",",,S","","","","","","","","","34.0",",S,05,","","","","","","","","","","","31.27",",,,S","",""
"BPW00080601","2012-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","3","4,S","","","","","","","","","","","","","20120701",",4,S","","","","","","","","","32.8","4,S,01,","","","","","","","","","","","31.24","4,,,S","",""
"BPW00080601","2012-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","8","4,S","","","","","","","","","","","","","20120807",",4,S","","","","","","","","","34.3","4,S,07,","","","","","","","","","","","31.22","4,,,S","",""
"BPW00080601","2012-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","28","2,S","6","2,S","","","","","","","","","","","","","20120928","+,2,S","","","","","","","","","33.2","2,S,28,+","","","","","","","","","","","31.51","2,,,S","",""
"BPW00080601","2012-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","5","5,S","","","","","","","","","","","","","20121014",",5,S","","","","","","","","","33.6","5,S,14,","","","","","","","","","","","31.35","5,,,S","",""
"BPW00080601","2012-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","9","5,S","","","","","","","","","","","","","20121224",",5,S","","","","","","","","","34.2","5,S,24,","","","","","","","","","","","31.93","5,,,S","",""
"BPW00080601","2013-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","11","1,S","","","","","","","","","","","","","20130117",",1,S","","","","","","","","","34.0","1,S,17,","","","","","","","","","","","31.70","1,,,S","",""
"BPW00080601","2013-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","28",",S","9",",S","","","","","","","","","","","","","20130215",",,S","","","","","","","","","33.9",",S,15,","","","","","","","","","","","31.74",",,,S","",""
"BPW00080601","2013-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","4","1,S","","","","","","","","","","","","","20130302",",1,S","","","","","","","","","33.0","1,S,02,","","","","","","","","","","","30.56","1,,,S","",""
"BPW00080601","2013-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","10","4,S","","","","","","","","","","","","","20130410",",4,S","","","","","","","","","34.0","4,S,10,","","","","","","","","","","","32.21","4,,,S","",""
"BPW00080601","2013-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","11","2,S","","","","","","","","","","","","","20130509",",2,S","","","","","","","","","33.5","2,S,09,","","","","","","","","","","","31.95","2,,,S","",""
"BPW00080601","2013-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","7","4,S","","","","","","","","","","","","","20130606",",4,S","","","","","","","","","34.0","4,S,06,","","","","","","","","","","","31.46","4,,,S","",""
"BPW00080601","2013-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","6","3,S","","","","","","","","","","","","","20130708",",3,S","","","","","","","","","33.7","3,S,08,","","","","","","","","","","","31.14","3,,,S","",""
"BPW00080601","2013-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","7","5,S","","","","","","","","","","","","","20130813",",5,S","","","","","","","","","32.8","5,S,13,","","","","","","","","","","","31.31","5,,,S","",""
"BPW00080601","2013-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","28","2,S","12","2,S","","","","","","","","","","","","","20130916","+,2,S","","","","","","","","","34.0","2,S,16,+","","","","","","","","","","","31.96","2,,,S","",""
"BPW00080601","2013-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","5","4,S","","","","","","","","","","","","","20131002",",4,S","","","","","","","","","33.0","4,S,02,","","","","","","","","","","","31.20","4,,,S","",""
"BPW00080601","2013-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","30",",S","12",",S","","","","","","","","","","","","","20131130","+,,S","","","","","","","","","32.9",",S,30,+","","","","","","","","","","","31.96",",,,S","",""
"BPW00080601","2013-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","15","5,S","","","","","","","","","","","","","20131217",",5,S","","","","","","","","","34.0","5,S,17,","","","","","","","","","","","32.36","5,,,S","",""
"BPW00080601","2014-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","8","2,S","","","","","","","","","","","","","20140331","+,2,S","","","","","","","","","33.7","2,S,31,+","","","","","","","","","","","31.62","2,,,S","",""
"BPW00080601","2014-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","7","3,S","","","","","","","","","","","","","20140415",",3,S","","","","","","","","","32.9","3,S,15,","","","","","","","","","","","31.12","3,,,S","",""
"BPW00080601","2014-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","10","2,S","","","","","","","","","","","","","20140511",",2,S","","","","","","","","","33.6","2,S,11,","","","","","","","","","","","31.71","2,,,S","",""
"BPW00080601","2014-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","30",",S","12",",S","","","","","","","","","","","","","20140615",",,S","","","","","","","","","33.7",",S,15,","","","","","","","","","","","31.89",",,,S","",""
"BPW00080601","2014-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","1","4,S","","","","","","","","","","","","","20140710",",4,S","","","","","","","","","32.5","4,S,10,","","","","","","","","","","","30.93","4,,,S","",""
"BPW00080601","2014-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","12","1,S","","","","","","","","","","","","","20140808","+,1,S","","","","","","","","","33.1","1,S,08,+","","","","","","","","","","","31.88","1,,,S","",""
"BPW00080601","2014-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","6","5,S","","","","","","","","","","","","","20141031",",5,S","","","","","","","","","34.0","5,S,31,","","","","","","","","","","","31.81","5,,,S","",""
"BPW00080601","2014-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","18","5,S","","","","","","","","","","","","","20141124",",5,S","","","","","","","","","34.5","5,S,24,","","","","","","","","","","","32.53","5,,,S","",""
"BPW00080601","2015-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","11","4,S","","","","","","","","","","","","","20150126",",4,S","","","","","","","","","33.5","4,S,26,","","","","","","","","","","","31.51","4,,,S","",""
"BPW00080601","2015-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","24","4,S","13","4,S","","","","","","","","","","","","","20150203",",4,S","","","","","","","","","34.4","4,S,03,","","","","","","","","","","","32.30","4,,,S","",""
"BPW00080601","2015-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","2","3,S","","","","","","","","","","","","","20150331",",3,S","","","","","","","","","32.4","3,S,31,","","","","","","","","","","","30.94","3,,,S","",""
"BPW00080601","2015-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","10","5,S","","","","","","","","","","","","","20150417",",5,S","","","","","","","","","33.3","5,S,17,","","","","","","","","","","","32.07","5,,,S","",""
