"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BFW00012716","1960-06","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","15",",X","9",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19600630","+,,X","19600630","+,,X","","","19600610",",,X","","","","","0",",,X,30,+","0",",,X,30,+","97.3",",,X,10,","","","","","","","220.3",",,,X","0",",,,X","","","","","",""
"BFW00012716","1960-07","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","12",",X","3",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19600731","+,,X","19600731","+,,X","","","19600721",",,X","","","","","0",",,X,31,+","0",",,X,31,+","18.8",",,X,21,","","","","","","","35.5",",,,X","0",",,,X","","","","","",""
"BFW00012716","1960-08","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","21",",X","7",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19600831","+,,X","19600831","+,,X","","","19600817",",,X","","","","","0",",,X,31,+","0",",,X,31,+","50.5",",,X,17,","","","","","","","145.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1960-09","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","14",",X","8",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19600930","+,,X","19600930","+,,X","","","19600925",",,X","","","","","0",",,X,30,+","0",",,X,30,+","49.3",",,X,25,","","","","","","","128.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1960-10","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","17",",X","8",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19601031","+,,X","19601031","+,,X","","","19601029",",,X","","","","","0",",,X,31,+","0",",,X,31,+","62.2",",,X,29,","","","","","","","151.4",",,,X","0",",,,X","","","","","",""
"BFW00012716","1960-11","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","16",",X","9",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19601130","+,,X","19601130","+,,X","","","19601130",",,X","","","","","0",",,X,30,+","0",",,X,30,+","27.7",",,X,30,","","","","","","","112.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1960-12","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","13",",X","6",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19601231","+,,X","19601231","+,,X","","","19601224",",,X","","","","","0",",,X,31,+","0",",,X,31,+","33.0",",,X,24,","","","","","","","89.3",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-01","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","11",",X","3",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19610131","+,,X","19610131","+,,X","","","19610110",",,X","","","","","0",",,X,31,+","0",",,X,31,+","69.6",",,X,10,","","","","","","","91.2",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-02","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","7",",X","3",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19610228","+,,X","19610228","+,,X","","","19610205",",,X","","","","","0",",,X,28,+","0",",,X,28,+","11.7",",,X,05,","","","","","","","19.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-03","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","12",",X","6",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19610331","+,,X","19610331","+,,X","","","19610305",",,X","","","","","0",",,X,31,+","0",",,X,31,+","7.4",",,X,05,","","","","","","","34.6",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-04","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","6",",X","4",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19610430","+,,X","19610430","+,,X","","","19610418",",,X","","","","","0",",,X,30,+","0",",,X,30,+","70.6",",,X,18,","","","","","","","90.0",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-05","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","11",",X","6",",X","4",",X","0",",X","0",",X","","","","","","","","","","","","","19610531","+,,X","19610531","+,,X","","","19610503",",,X","","","","","0",",,X,31,+","0",",,X,31,+","55.6",",,X,03,","","","","","","","211.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-06","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","15",",X","6",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19610630","+,,X","19610630","+,,X","","","19610609",",,X","","","","","0",",,X,30,+","0",",,X,30,+","62.5",",,X,09,","","","","","","","120.0",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-07","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","10",",X","3",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19610731","+,,X","19610731","+,,X","","","19610730",",,X","","","","","0",",,X,31,+","0",",,X,31,+","8.9",",,X,30,","","","","","","","24.8",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-08","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","20",",X","14",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19610831","+,,X","19610831","+,,X","","","19610825",",,X","","","","","0",",,X,31,+","0",",,X,31,+","34.0",",,X,25,","","","","","","","145.4",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-09","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","14",",X","7",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19610930","+,,X","19610930","+,,X","","","19610925",",,X","","","","","0",",,X,30,+","0",",,X,30,+","59.4",",,X,25,","","","","","","","127.1",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-10","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","20",",X","12",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19611031","+,,X","19611031","+,,X","","","19611016",",,X","","","","","0",",,X,31,+","0",",,X,31,+","70.6",",,X,16,","","","","","","","238.6",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-11","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","10",",X","5",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19611130","+,,X","19611130","+,,X","","","19611123",",,X","","","","","0",",,X,30,+","0",",,X,30,+","20.6",",,X,23,","","","","","","","50.5",",,,X","0",",,,X","","","","","",""
"BFW00012716","1961-12","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","10",",X","5",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19611231","+,,X","19611231","+,,X","","","19611201",",,X","","","","","0",",,X,31,+","0",",,X,31,+","61.5",",,X,01,","","","","","","","146.8",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-01","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","9",",X","4",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19620131","+,,X","19620131","+,,X","","","19620115",",,X","","","","","0",",,X,31,+","0",",,X,31,+","30.0",",,X,15,","","","","","","","54.7",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-02","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","3",",X","2",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19620228","+,,X","19620228","+,,X","","","19620202",",,X","","","","","0",",,X,28,+","0",",,X,28,+","28.2",",,X,02,","","","","","","","35.6",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-03","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","8",",X","5",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19620331","+,,X","19620331","+,,X","","","19620330",",,X","","","","","0",",,X,31,+","0",",,X,31,+","48.0",",,X,30,","","","","","","","71.5",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-04","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","5",",X","2",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19620430","+,,X","19620430","+,,X","","","19620401",",,X","","","","","0",",,X,30,+","0",",,X,30,+","3.6",",,X,01,","","","","","","","9.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-05","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","9",",X","3",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19620531","+,,X","19620531","+,,X","","","19620508",",,X","","","","","0",",,X,31,+","0",",,X,31,+","7.1",",,X,08,","","","","","","","21.7",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-06","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","10",",X","9",",X","4",",X","0",",X","0",",X","","","","","","","","","","","","","19620630","+,,X","19620630","+,,X","","","19620604",",,X","","","","","0",",,X,30,+","0",",,X,30,+","58.2",",,X,04,","","","","","","","233.1",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-07","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","3",",X","1",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19620731","+,,X","19620731","+,,X","","","19620729",",,X","","","","","0",",,X,31,+","0",",,X,31,+","8.6",",,X,29,","","","","","","","10.4",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-08","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","11",",X","4",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19620831","+,,X","19620831","+,,X","","","19620825",",,X","","","","","0",",,X,31,+","0",",,X,31,+","74.2",",,X,25,","","","","","","","121.0",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-09","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","13",",X","4",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19620930","+,,X","19620930","+,,X","","","19620914",",,X","","","","","0",",,X,30,+","0",",,X,30,+","7.6",",,X,14,","","","","","","","26.3",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-10","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","18",",X","10",",X","3",",X","0",",X","0",",X","","","","","","","","","","","","","19621031","+,,X","19621031","+,,X","","","19621027",",,X","","","","","0",",,X,31,+","0",",,X,31,+","51.3",",,X,27,","","","","","","","206.8",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-11","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","7",",X","3",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19621130","+,,X","19621130","+,,X","","","19621101",",,X","","","","","0",",,X,30,+","0",",,X,30,+","19.8",",,X,01,","","","","","","","29.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1962-12","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","8",",X","3",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19621231","+,,X","19621231","+,,X","","","19621208",",,X","","","","","0",",,X,31,+","0",",,X,31,+","43.7",",,X,08,","","","","","","","76.8",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-01","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","9",",X","2",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19630131","+,,X","19630131","+,,X","","","19630126",",,X","","","","","0",",,X,31,+","0",",,X,31,+","4.1",",,X,26,","","","","","","","11.0",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-02","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","7",",X","2",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19630228","+,,X","19630228","+,,X","","","19630205",",,X","","","","","0",",,X,28,+","0",",,X,28,+","34.8",",,X,05,","","","","","","","45.7",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-03","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","10",",X","2",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19630331","+,,X","19630331","+,,X","","","19630329",",,X","","","","","0",",,X,31,+","0",",,X,31,+","4.3",",,X,29,","","","","","","","14.8",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-04","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","7",",X","6",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19630430","+,,X","19630430","+,,X","","","19630408",",,X","","","","","0",",,X,30,+","0",",,X,30,+","53.1",",,X,08,","","","","","","","118.5",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-05","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","9",",X","6",",X","3",",X","0",",X","0",",X","","","","","","","","","","","","","19630531","+,,X","19630531","+,,X","","","19630531",",,X","","","","","0",",,X,31,+","0",",,X,31,+","121.2",",,X,31,","","","","","","","205.1",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-06","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","13",",X","10",",X","3",",X","0",",X","0",",X","","","","","","","","","","","","","19630630","+,,X","19630630","+,,X","","","19630609",",,X","","","","","0",",,X,30,+","0",",,X,30,+","66.5",",,X,09,","","","","","","","215.5",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-07","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","12",",X","2",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19630731","+,,X","19630731","+,,X","","","19630715",",,X","","","","","0",",,X,31,+","0",",,X,31,+","4.8",",,X,15,","","","","","","","20.0",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-08","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","17",",X","6",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19630831","+,,X","19630831","+,,X","","","19630810",",,X","","","","","0",",,X,31,+","0",",,X,31,+","58.7",",,X,10,","","","","","","","124.8",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-09","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","17",",X","5",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19630930","+,,X","19630930","+,,X","","","19630921",",,X","","","","","0",",,X,30,+","0",",,X,30,+","36.8",",,X,21,","","","","","","","92.9",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-10","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","18",",X","11",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19631031","+,,X","19631031","+,,X","","","19631020",",,X","","","","","0",",,X,31,+","0",",,X,31,+","44.7",",,X,20,","","","","","","","156.5",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-11","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","14",",X","7",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19631130","+,,X","19631130","+,,X","","","19631112",",,X","","","","","0",",,X,30,+","0",",,X,30,+","73.2",",,X,12,","","","","","","","147.0",",,,X","0",",,,X","","","","","",""
"BFW00012716","1963-12","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","14",",X","10",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19631231","+,,X","19631231","+,,X","","","19631218","+,,X","","","","","0",",,X,31,+","0",",,X,31,+","21.1",",,X,18,+","","","","","","","124.2",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-01","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","12",",X","6",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19640131","+,,X","19640131","+,,X","","","19640101",",,X","","","","","0",",,X,31,+","0",",,X,31,+","19.8",",,X,01,","","","","","","","51.7",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-02","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","10",",X","4",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19640229","+,,X","19640229","+,,X","","","19640210",",,X","","","","","0",",,X,29,+","0",",,X,29,+","37.3",",,X,10,","","","","","","","60.0",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-03","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","1",",X","0",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19640331","+,,X","19640331","+,,X","","","19640313",",,X","","","","","0",",,X,31,+","0",",,X,31,+","0.3",",,X,13,","","","","","","","0.3",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-04","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","3",",X","1",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19640430","+,,X","19640430","+,,X","","","19640416",",,X","","","","","0",",,X,30,+","0",",,X,30,+","20.1",",,X,16,","","","","","","","21.1",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-05","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","13",",X","8",",X","2",",X","0",",X","0",",X","","","","","","","","","","","","","19640531","+,,X","19640531","+,,X","","","19640530",",,X","","","","","0",",,X,31,+","0",",,X,31,+","79.2",",,X,30,","","","","","","","196.4",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-06","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","9",",X","6",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19640630","+,,X","19640630","+,,X","","","19640624",",,X","","","","","0",",,X,30,+","0",",,X,30,+","46.0",",,X,24,","","","","","","","83.8",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-07","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","15",",X","4",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19640731","+,,X","19640731","+,,X","","","19640715",",,X","","","","","0",",,X,31,+","0",",,X,31,+","10.7",",,X,15,","","","","","","","36.4",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-08","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","18",",X","5",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19640831","+,,X","19640831","+,,X","","","19640828",",,X","","","","","0",",,X,31,+","0",",,X,31,+","48.3",",,X,28,","","","","","","","106.7",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-09","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","15",",X","9",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19640930","+,,X","19640930","+,,X","","","19640903",",,X","","","","","0",",,X,30,+","0",",,X,30,+","22.6",",,X,03,","","","","","","","72.2",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-10","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","21",",X","13",",X","0",",X","0",",X","0",",X","","","","","","","","","","","","","19641031","+,,X","19641031","+,,X","","","19641023",",,X","","","","","0",",,X,31,+","0",",,X,31,+","23.4",",,X,23,","","","","","","","166.4",",,,X","0",",,,X","","","","","",""
"BFW00012716","1964-11","24.063275","-74.523967","7.3","SAN SALVADOR, BF","","","","","13",",X","5",",X","1",",X","0",",X","0",",X","","","","","","","","","","","","","19641130","+,,X","19641130","+,,X","","","19641102",",,X","","","","","0",",,X,30,+","0",",,X,30,+","47.2",",,X,02,","","","","","","","94.0",",,,X","0",",,,X","","","","","",""
