,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HN05,HN05_ATTRIBUTES,HX04,HX04_ATTRIBUTES,HX05,HX05_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LN05,LN05_ATTRIBUTES,LX04,LX04_ATTRIBUTES,LX05,LX05_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MN05,MN05_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MX05,MX05_ATTRIBUTES,HN06,HN06_ATTRIBUTES,HX06,HX06_ATTRIBUTES,LN06,LN06_ATTRIBUTES,LX06,LX06_ATTRIBUTES,MN06,MN06_ATTRIBUTES,MX06,MX06_ATTRIBUTES,HN07,HN07_ATTRIBUTES,HN08,HN08_ATTRIBUTES,HX07,HX07_ATTRIBUTES,HX08,HX08_ATTRIBUTES,LN07,LN07_ATTRIBUTES,LN08,LN08_ATTRIBUTES,LX07,LX07_ATTRIBUTES,LX08,LX08_ATTRIBUTES,MN07,MN07_ATTRIBUTES,MN08,MN08_ATTRIBUTES,MX07,MX07_ATTRIBUTES,MX08,MX08_ATTRIBUTES
1920,US1WAJF0036,2015-09,47.975484,-122.748409,50.6,"CHIMACUM 2.6 SSE, WA US",13.0,",N",5.0,",N",0.0,",N",0.0,",N",20150930.0,"+,,N",20150903.0,",,N",0.0,",,N,30,+",14.5,",,N,03,",45.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,US1WAJF0039,2015-12,48.0405654907227,-122.777389526367,33.5,"HADLOCK IRONDALE 0.6 SSW, WA US",25.0,",N",15.0,",N",1.0,",N",,,,,20151209.0,",,N",,,29.2,",,N,09,",173.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,US1WAJF0040,2016-02,48.057758,-122.919041,9.8,"SEQUIM 8.7 E, WA US",18.0,",N",6.0,",N",0.0,",N",,,,,20160216.0,",,N",,,15.5,",,N,16,",59.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,US1WAJF0041,2016-01,48.121044,-122.767611,49.1,"PORT TOWNSEND 0.5 E, WA US",11.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,20160113.0,",5,N",,,11.7,"5,,N,13,",53.0,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,US1WAJF0043,2017-01,48.00867,-122.87235,143.0,"PORT TOWNSEND 8.9 SSW, WA US",10.0,",N",4.0,",N",0.0,",N",,,,,20170119.0,",,N",,,21.3,",,N,19,",48.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,US1WAJF0044,2017-02,48.0770263671875,-122.829086303711,68.6,"PORT TOWNSEND 3.9 SW, WA US",14.0,"2,N",7.0,"2,N",0.0,"2,N",,,,,20170206.0,",2,N",,,16.5,"2,,N,06,",52.8,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,US1WAJF0045,2018-01,48.060658,-122.782902,73.2,"PORT TOWNSEND 4.2 S, WA US",19.0,"2,N",9.0,"2,N",0.0,"2,N",,,,,20180124.0,",2,N",,,9.7,"2,,N,24,",78.6,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,US1WAJF0046,2018-09,48.111702,-122.801147,79.2,"PORT TOWNSEND 1.2 SW, WA US",12.0,",N",5.0,",N",0.0,",N",,,,,20180911.0,",,N",,,5.8,",,N,11,",27.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,US1WAJF0047,2020-01,48.10427017,-122.8723305,82.6,"PORT TOWNSEND 4.5 WSW, WA US",24.0,"4,N",12.0,"4,N",0.0,"4,N",,,,,20200102.0,",4,N",,,12.7,"4,,N,02,",73.8,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,US1WAJF0051,2020-06,47.826746,-122.853086,5.5,"QUILCENE 1.1 ENE, WA US",17.0,"5,N",8.0,"5,N",2.0,"5,N",,,,,20200616.0,",5,N",,,40.6,"5,,N,16,",113.2,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,US1WAJF0052,2020-07,48.013111,-122.796702,87.2,"CHIMACUM 1.3 W, WA US",10.0,"3,N",1.0,"3,N",0.0,"3,N",,,,,20200709.0,",3,N",,,3.0,"3,,N,09,",13.9,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,US1WAJF0053,2020-11,47.915592,-122.702831,11.9,"PORT LUDLOW 1.2 SW, WA US",20.0,",N",12.0,",N",0.0,",N",,,,,20201118.0,"+,,N",,,19.8,",,N,18,+",118.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,US1WAJF0054,2020-10,47.9021,-122.674151,139.9,"PORT LUDLOW 1.7 SSE, WA US",14.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,20201013.0,",5,N",,,7.6,"5,,N,13,",34.6,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,US1WAJF0056,2021-11,48.048,-122.702,10.1,"MARROWSTONE 0.7 WSW, WA US",20.0,"4,N",10.0,"4,N",0.0,"4,N",,,,,20211116.0,",4,N",,,15.7,"4,,N,16,",107.0,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,US1WAJF0057,2021-10,47.931496,-122.693088,106.4,"PORT LUDLOW 0.6 NW, WA US",19.0,",N",13.0,",N",1.0,",N",,,,,20211029.0,",,N",,,31.8,",,N,29,",140.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,US1WAJF0058,2022-02,47.969844,-122.777667,55.2,"CHIMACUM 2.9 S, WA US",15.0,"1,N",4.0,"1,N",0.0,"1,N",,,,,20220227.0,",1,N",,,19.3,"1,,N,27,",44.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,US1WAJF0059,2022-03,48.0348,-122.78919,39.6,"HADLOCK IRONDALE 1.3 SW, WA US",18.0,",N",7.0,",N",0.0,",N",,,,,20220303.0,",,N",,,6.4,",,N,03,",37.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,US1WAJF0061,2022-12,47.687565,-122.787286,28.3,"COYLE 1.0 SE, WA US",,,,,,,,,,,,,,,,,206.5,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,US1WAJF0062,2023-01,48.116787,-122.804046,75.0,"PORT TOWNSEND 1.2 WSW, WA US",15.0,"2,N",4.0,"2,N",0.0,"2,N",,,,,20230127.0,",2,N",,,8.1,"2,,N,27,",34.3,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,US1WAKG0003,2008-07,47.763558,-122.293917,43.9,"LAKE FOREST PARK 0.4 W, WA US",3.0,"3,N",1.0,"3,N",0.0,"3,N",0.0,"3,N",20080731.0,"+,3,N",20080703.0,",3,N",0.0,"3,,N,31,+",6.1,"3,,N,03,",6.9,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,US1WAKG0004,2008-06,47.484508,-122.127169,160.9,"RENTON 3.2 E, WA US",12.0,",N",5.0,",N",0.0,",N",0.0,",N",20080630.0,"+,,N",20080607.0,",,N",0.0,",,N,30,+",14.7,",,N,07,",57.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,US1WAKG0005,2008-07,47.5859,-122.2509,26.5,"MERCER ISLAND 1.5 NW, WA US",3.0,",N",2.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080704.0,",,N",0.0,",,N,31,+",5.1,",,N,04,",9.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,US1WAKG0006,2008-06,47.686475,-122.393367,91.4,"SEATTLE 4.9 NNW, WA US",5.0,"4,N",2.0,"4,N",0.0,"4,N",0.0,"4,N",20080630.0,"+,4,N",20080606.0,",4,N",0.0,"4,,N,30,+",3.8,"4,,N,06,",10.9,"4,,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,US1WAKG0007,2008-07,47.468918,-121.744997,157.6,"NORTH BEND 2.8 SE, WA US",7.0,",N",3.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080730.0,",,N",0.0,",,N,31,+",13.7,",,N,30,",28.5,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,US1WAKG0008,2008-07,47.337764,-121.898859,267.3,"RAVENSDALE 4.0 SE, WA US",6.0,",N",3.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080706.0,",,N",0.0,",,N,31,+",15.0,",,N,06,",44.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,US1WAKG0009,2008-07,47.408881,-122.180106,147.2,"KENT 2.9 ENE, WA US",4.0,",N",3.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080704.0,",,N",0.0,",,N,31,+",12.7,",,N,04,",24.4,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,US1WAKG0010,2008-07,47.481417,-122.164148,115.5,"RENTON 1.5 E, WA US",6.0,",N",3.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080704.0,",,N",0.0,",,N,31,+",10.9,",,N,04,",26.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,US1WAKG0012,2008-08,47.675904,-122.159181,114.3,"REDMOND 2.1 W, WA US",10.0,"2,N",7.0,"2,N",1.0,"2,N",0.0,"2,N",20080831.0,"+,2,N",20080825.0,",2,N",0.0,"2,,N,31,+",30.2,"2,,N,25,",89.7,"2,,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,US1WAKG0013,2008-08,47.32646,-122.211267,17.4,"AUBURN 1.9 N, WA US",9.0,"4,N",6.0,"4,N",1.0,"4,N",0.0,"4,N",20080831.0,"+,4,N",20080809.0,",4,N",0.0,"4,,N,31,+",25.4,"4,,N,09,",85.6,"2,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,US1WAKG0016,2008-07,47.550331,-122.150317,199.6,"EASTGATE 1.7 SSW, WA US",4.0,",N",3.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080703.0,",,N",0.0,",,N,31,+",13.2,",,N,03,",29.5,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,US1WAKG0018,2008-08,47.6239,-122.1389,99.1,"BELLEVUE 1.6 NNE, WA US",,,,,,,,,,,,,,,,,95.1,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,US1WAKG0020,2008-07,47.65099,-122.33034,8.8,"SEATTLE 2.2 NNE, WA US",,,,,,,,,,,,,,,,,6.4,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,US1WAKG0024,2010-05,47.560426,-122.151014,240.8,"EASTGATE 1.1 SW, WA US",16.0,"5,N",13.0,"5,N",0.0,"5,N",,,,,20100523.0,",5,N",,,13.2,"5,,N,23,",84.3,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,US1WAKG0025,2009-09,47.50399,-121.90656,182.9,"ISSAQUAH 5.2 ESE, WA US",11.0,"5,N",10.0,"5,N",1.0,"5,N",,,,,20090907.0,",5,N",,,39.9,"5,,N,07,",143.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,US1WAKG0026,2008-08,47.318,-122.322,157.0,"FEDERAL WAY 1.0 ENE, WA US",6.0,"5,N",5.0,"5,N",0.0,"5,N",0.0,"5,N",20080831.0,"+,5,N",20080820.0,",5,N",0.0,"5,,N,31,+",19.1,"5,,N,20,",46.7,"5,,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,US1WAKG0028,2008-07,47.68879,-122.11585,94.8,"REDMOND 1.0 N, WA US",3.0,"1,N",2.0,"1,N",0.0,"1,N",0.0,"1,N",20080731.0,"+,1,N",20080703.0,",1,N",0.0,"1,,N,31,+",8.9,"1,,N,03,",18.8,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,US1WAKG0030,2008-08,47.753278,-122.325366,143.9,"SHORELINE 1.0 ESE, WA US",8.0,"5,N",5.0,"5,N",0.0,"5,N",0.0,"5,N",20080831.0,"+,5,N",20080825.0,",5,N",0.0,"5,,N,31,+",17.8,"5,,N,25,",64.0,"3,a,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,US1WAKG0032,2008-07,47.59163,-122.1549,85.6,"BELLEVUE 0.8 S, WA US",3.0,"3,N",3.0,"3,N",0.0,"3,N",0.0,"2,N",20080731.0,"+,2,N",20080704.0,",3,N",0.0,"2,,N,31,+",10.9,"3,,N,04,",23.1,"3,,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,US1WAKG0033,2008-07,47.692402,-122.298027,102.1,"SHERIDAN BEACH 3.7 S, WA US",4.0,",N",1.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080703.0,",,N",0.0,",,N,31,+",7.1,",,N,03,",10.6,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
