,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
557,US1COSA0004,2007-08,37.756121,-106.109878,2332.9,"CENTER 0.3 N, CO US",8.0,"5,N",3.0,"5,N",0.0,"5,N",0.0,"5,N",20070831.0,"+,5,N",20070807.0,",5,N",0.0,"5,,N,31,+",12.7,"5,,N,07,",37.3,"2,a,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,US1COSA0011,2006-07,37.7922,-106.3409,2514.9,"LA GARITA 5.6 WSW, CO US",14.0,",N",11.0,",N",0.0,",N",0.0,",N",20060731.0,"+,,N",20060709.0,",,N",0.0,",,N,31,+",22.6,",,N,09,",79.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,US1COSA0035,2008-07,38.4026,-106.4157,2593.2,"SARGENTS 0.3 NE, CO US",14.0,",N",7.0,",N",0.0,",N",0.0,",N",20080731.0,"+,,N",20080729.0,",,N",0.0,",,N,31,+",7.9,",,N,29,",42.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,US1COSA0038,2007-07,37.763611,-106.093333,2324.1,"CENTER 1.2 NE, CO US",12.0,",N",6.0,",N",1.0,",N",0.0,",N",20070731.0,"+,,N",20070729.0,",,N",0.0,",,N,31,+",32.5,",,N,29,",89.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,US1COSA0039,2007-07,37.75098,-106.10817,2332.9,"CENTER 0.1 ESE, CO US",9.0,"4,N",5.0,"4,N",0.0,"4,N",0.0,"4,N",20070731.0,"+,4,N",20070731.0,",4,N",0.0,"4,,N,31,+",16.0,"4,,N,31,",49.4,"2,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,US1COSA0040,2007-07,37.76367,-105.96467,2315.0,"CENTER 8.0 E, CO US",7.0,"5,N",4.0,"5,N",0.0,"5,N",0.0,"4,N",20070731.0,"+,4,N",20070720.0,",5,N",0.0,"4,,N,31,+",22.9,"5,,N,20,",52.4,"3,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,US1COSA0041,2007-07,37.76196,-105.92842,2309.2,"CENTER 9.9 E, CO US",8.0,"5,N",5.0,"5,N",0.0,"5,N",0.0,"4,N",20070731.0,"+,4,N",20070720.0,",5,N",0.0,"4,,N,31,+",20.3,"5,,N,20,",62.3,"3,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,US1COSA0042,2007-07,37.77962,-105.91003,2304.9,"CENTER 11.1 E, CO US",10.0,"5,N",6.0,"5,N",0.0,"5,N",0.0,"4,N",20070731.0,"+,4,N",20070720.0,",5,N",0.0,"4,,N,31,+",15.2,"5,,N,20,",45.3,"3,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,US1COSA0043,2007-07,37.79303,-105.89163,2301.8,"CENTER 12.2 ENE, CO US",11.0,"5,N",6.0,"5,N",1.0,"5,N",0.0,"4,N",20070731.0,"+,4,N",20070720.0,",5,N",0.0,"4,,N,31,+",26.2,"5,,N,20,",66.7,"3,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,US1COSA0044,2007-07,37.82218,-105.89222,2304.0,"CENTER 12.7 ENE, CO US",9.0,"4,N",6.0,"4,N",1.0,"4,N",0.0,"4,N",20070731.0,"+,4,N",20070720.0,",4,N",0.0,"4,,N,31,+",31.8,"4,,N,20,",72.4,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,US1COSA0045,2007-07,37.7925,-105.92773,2304.9,"CENTER 10.3 ENE, CO US",9.0,"4,N",6.0,"4,N",0.0,"4,N",0.0,"4,N",20070731.0,"+,4,N",20070720.0,",4,N",0.0,"4,,N,31,+",15.7,"4,,N,20,",73.3,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,US1COSA0046,2007-07,37.83649,-105.91048,2300.0,"CENTER 12.4 ENE, CO US",9.0,"4,N",5.0,"4,N",0.0,"4,N",0.0,"4,N",20070731.0,"+,4,N",20070720.0,",4,N",0.0,"4,,N,31,+",16.8,"4,,N,20,",58.9,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,US1COSA0047,2007-07,37.77778,-105.94599,2311.0,"CENTER 9.1 ENE, CO US",9.0,"4,N",5.0,"4,N",0.0,"4,N",0.0,"4,N",20070731.0,"+,4,N",20070728.0,",4,N",0.0,"4,,N,31,+",17.5,"4,,N,28,",86.1,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,US1COSA0050,2007-08,38.236111,-106.1,2801.1,"VILLA GROVE 8.2 W, CO US",13.0,"4,N",8.0,"4,N",1.0,"4,N",0.0,"4,N",20070831.0,"+,4,N",20070807.0,",4,N",0.0,"4,,N,31,+",29.0,"4,,N,07,",66.6,"2,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,US1COSA0052,2008-05,37.99425,-105.70054,2407.0,"CRESTONE 0.2 WSW, CO US",7.0,"3,N",2.0,"3,N",0.0,"3,N",0.0,"3,N",20080531.0,"+,3,N",20080524.0,",3,N",0.0,"3,,N,31,+",7.1,"3,,N,24,",17.0,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,US1COSA0056,2014-04,38.247197,-105.949401,2436.6,"VILLA GROVE 0.2 S, CO US",6.0,"1,N",3.0,"1,N",0.0,"1,N",3.0,"2,N",20140404.0,",2,N",20140419.0,",1,N",152.0,"2,,N,04,",6.4,"1,,N,19,",16.9,"1,,,N",202.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,US1COSA0058,2014-04,38.027091,-105.904544,2312.5,"MOFFAT 1.8 N, CO US",4.0,",N",0.0,",N",0.0,",N",,,,,20140417.0,",,N",,,1.3,",,N,17,",3.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,US1COSA0059,2014-08,38.085715,-106.134386,2386.0,"SAGUACHE 0.4 E, CO US",11.0,"2,N",5.0,"2,N",0.0,"2,N",,,,,20140823.0,",2,N",,,7.1,"2,,N,23,",29.4,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,US1COSA0061,2015-08,38.18548,-106.10463,2449.7,"BONANZA 6.6 S, CO US",,,,,,,,,,,,,,,,,39.6,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,US1COSA0062,2016-08,38.385698,-106.769554,2511.6,"GUNNISON 13.9 SE, CO US",13.0,"4,N",8.0,"4,N",0.0,"4,N",,,,,20160805.0,",4,N",,,11.7,"4,,N,05,",43.9,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,US1COSA0066,2018-12,37.92831,-105.647762,2536.9,"CRESTONE 5.3 SSE, CO US",5.0,",N",2.0,",N",0.0,",N",3.0,"5,N",20181203.0,",5,N",20181203.0,",,N",114.0,"5,,N,03,",6.9,",,N,03,",12.0,",,,N",208.0,"5,,,N",15.0,",N",20181203.0,",,N",114.0,",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,US1COSA0067,2021-10,37.9284673,-105.6621269,2435.4,"CRESTONE 5.0 SSE, CO US",5.0,",N",2.0,",N",0.0,",N",0.0,"5,N",20211031.0,"+,5,N",20211013.0,",,N",0.0,"5,,N,31,+",6.6,",,N,13,",10.2,",,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,US1COSG0001,2000-05,40.9384,-102.5237,1090.9,"SEDGWICK, CO US",1.0,",N",1.0,",N",0.0,",N",0.0,",N",20000531.0,"+,,N",20000525.0,",,N",0.0,",,N,31,+",3.8,",,N,25,",3.8,",,,N",0.0,",,,N",0.0,",N",20000531.0,"+,,N",0.0,",,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,US1COSG0002,2000-05,40.8542,-102.5168,1210.1,"SEDGWICK 5 S, CO US",3.0,",N",1.0,",N",0.0,",N",0.0,",N",20000531.0,"+,,N",20000526.0,",,N",0.0,",,N,31,+",4.3,",,N,26,",6.6,",,,N",0.0,",,,N",0.0,",N",20000531.0,"+,,N",0.0,",,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,US1COSG0003,2000-05,40.9871,-102.2701,1063.1,"JULESBURG, CO US",5.0,",N",2.0,",N",0.0,",N",0.0,",N",20000531.0,"+,,N",20000508.0,",,N",0.0,",,N,31,+",5.6,",,N,08,",14.8,",,,N",0.0,",,,N",0.0,",N",20000531.0,"+,,N",0.0,",,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,US1COSG0004,2001-05,40.9889,-102.2667,1061.9,"JULESBURG 0.1 WNW, CO US",8.0,",N",7.0,",N",1.0,",N",0.0,",N",20010531.0,"+,,N",20010505.0,",,N",0.0,",,N,31,+",29.2,",,N,05,",77.5,",,,N",0.0,",,,N",0.0,",N",20010531.0,"+,,N",0.0,",,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,US1COSG0013,2014-01,40.9838,-102.4422,1108.9,"OVID 3.3 WNW, CO US",1.0,",N",1.0,",N",0.0,",N",0.0,",N",20140131.0,"+,,N",20140101.0,",,N",0.0,",,N,31,+",6.4,",,N,01,",6.4,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,US1COSG0021,2005-08,40.8951,-102.1503,1129.0,"JULESBURG 8.7 SE, CO US",5.0,",N",5.0,",N",0.0,",N",0.0,",N",20050831.0,"+,,N",20050812.0,",,N",0.0,",,N,31,+",15.7,",,N,12,",42.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,US1COSG0027,2010-04,40.96035,-102.3902333,1076.9,"OVID 0.1 WNW, CO US",8.0,"1,N",6.0,"1,N",0.0,"1,N",,,,,20100407.0,",1,N",,,18.5,"1,,N,07,",67.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,US1COSG0032,2015-09,40.992754,-102.265878,1063.1,"JULESBURG 0.4 N, CO US",2.0,"1,N",2.0,"1,N",0.0,"1,N",,,,,20150923.0,",1,N",,,4.1,"1,,N,23,",6.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,US1COSG0033,2018-05,40.772179,-102.501792,1208.8,"HAXTUN 11.2 NE, CO US",13.0,",N",8.0,",N",1.0,",N",,,,,20180519.0,",,N",,,27.2,",,N,19,",103.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,US1COSG0035,2021-07,40.7637443,-102.4219275,1185.1,"OVID 13.7 S, CO US",6.0,",N",4.0,",N",0.0,",N",,,,,20210714.0,",,N",,,7.9,",,N,14,",21.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,US1COSG0036,2022-07,40.79576,-102.3828,1179.6,"OVID 11.3 S, CO US",8.0,",N",3.0,",N",0.0,",N",,,,,20220702.0,",,N",,,10.4,",,N,02,",28.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,US1COSJ0001,2003-07,37.8112,-107.6673,2838.9,"SILVERTON .16 WSW, CO US",12.0,"1,N",5.0,"1,N",0.0,"1,N",0.0,"1,N",20030731.0,"+,1,N",20030728.0,",1,N",0.0,"1,,N,31,+",9.7,"1,,N,28,",36.9,"1,,,N",0.0,"1,,,N",0.0,"1,N",20030731.0,"+,1,N",0.0,"1,,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,US1COSJ0002,2006-03,37.8135,-107.6651,2834.6,"SILVERTON 0.2 NNW, CO US",14.0,"3,N",11.0,"3,N",0.0,"3,N",11.0,"3,N",20060310.0,",3,N",20060329.0,",3,N",305.0,"3,,N,10,",19.6,"3,,N,29,",110.7,"3,,,N",1297.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,US1COSJ0004,2017-08,37.808256,-107.669257,2831.3,"SILVERTON 0.3 WSW, CO US",15.0,",N",7.0,",N",0.0,",N",,,,,20170823.0,",,N",,,13.0,",,N,23,",49.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,US1COSM0002,2003-12,37.9391,-107.8175,2676.1,"TELLURIDE .31 WNW, CO US",10.0,"2,N",8.0,"2,N",0.0,"2,N",9.0,"2,N",20031231.0,"+,2,N",20031222.0,",2,N",152.0,"2,,N,31,+",10.9,"2,,N,22,",50.4,"2,,,N",883.0,"2,,,N",25.0,"2,N",20031231.0,",2,N",457.0,"2,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,US1COSM0003,2005-05,38.150183,-108.279276,2142.1,"NORWOOD 1.5 NNE, CO US",6.0,"1,N",4.0,"1,N",0.0,"1,N",0.0,"1,N",20050531.0,"+,1,N",20050511.0,"+,1,N",0.0,"1,,N,31,+",4.6,"1,,N,11,+",15.5,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,US1COSM0004,2006-01,38.088814,-108.221611,2347.0,"NORWOOD 4.1 ESE, CO US",8.0,",N",5.0,",N",0.0,",N",5.0,",N",20060120.0,",,N",20060116.0,",,N",97.0,",,N,20,",5.6,",,N,16,",23.4,",,,N",336.0,",,,N",21.0,"3,N",20060120.0,",3,N",127.0,"3,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,US1COSM0007,2008-05,38.130802,-108.316479,2161.0,"NORWOOD 1.4 W, CO US",7.0,"3,N",2.0,"3,N",0.0,"3,N",0.0,"3,N",20080501.0,",3,N",20080514.0,",3,N",13.0,"3,,N,01,",17.3,"3,,N,14,",28.6,"3,,,N",13.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,US1COSM0008,2010-09,38.061375,-108.91013,1664.2,"SLICK ROCK 1.3 N, CO US",4.0,",N",3.0,",N",0.0,",N",0.0,"2,N",20100930.0,"+,2,N",20100923.0,",,N",0.0,"2,,N,30,+",14.2,",,N,23,",24.7,",,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,US1COSM0010,2014-10,37.924038,-108.684069,1805.9,"REDVALE 22.8 SW, CO US",4.0,",N",0.0,",N",0.0,",N",0.0,"4,N",20141031.0,"+,4,N",20141010.0,",,N",0.0,"4,,N,31,+",2.3,",,N,10,",4.9,",,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,US1COSM0013,2016-12,38.1299,-108.3172,2167.4,"NORWOOD 1.4 W, CO US",7.0,"1,N",3.0,"1,N",1.0,"1,N",5.0,"2,N",20161217.0,",2,N",20161217.0,",1,N",178.0,"2,,N,17,",27.9,"1,,N,17,",45.6,"1,,,N",296.0,"2,,,N",30.0,",N",20161217.0,",,N",191.0,",,N,17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,US1COSM0014,2017-01,38.148696,-108.260897,2193.6,"NORWOOD 2.1 NE, CO US",9.0,"2,N",8.0,"2,N",0.0,"2,N",,,,,20170116.0,",2,N",,,14.5,"2,,N,16,",61.9,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,US1COSM0017,2019-06,38.028838,-108.005319,2728.0,"PLACERVILLE 3.6 E, CO US",7.0,"3,N",2.0,"3,N",0.0,"3,N",,,,,20190619.0,",3,N",,,12.7,"3,,N,19,",20.6,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,US1COSM0023,2022-11,38.130152,-108.293,2141.8,"NORWOOD 0.1 W, CO US",5.0,"3,N",5.0,"3,N",0.0,"3,N",,,,,20221104.0,",3,N",,,19.8,"3,,N,04,",41.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,US1COSU0001,2003-01,39.5029,-106.0579,2970.9,"BRECKENRIDGE 1.8 NNW, CO US",10.0,",N",4.0,",N",0.0,",N",4.0,"1,N",20030112.0,",1,N",20030116.0,",,N",97.0,"1,,N,12,",4.8,",,N,16,",21.4,",,,N",362.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,US1COSU0004,2003-01,39.5823,-106.0959,2767.0,"FRISCO 0.5 N, CO US",9.0,",N",4.0,",N",0.0,",N",7.0,",N",20030116.0,",,N",20030131.0,",,N",84.0,",,N,16,",5.6,",,N,31,",24.2,",,,N",386.0,",,,N",20.0,"2,N",20030116.0,",2,N",432.0,"2,,N,16,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,US1COSU0005,2003-02,39.6645,-106.079,2656.0,"SILVERTHORNE 2.1 NNW, CO US",12.0,"5,N",7.0,"5,N",0.0,"5,N",11.0,"3,N",20030203.0,",3,N",20030203.0,",5,N",107.0,"3,,N,03,",7.9,"5,,N,03,",42.9,"5,,,N",630.0,"3,,,N",23.0,"5,N",20030227.0,",5,N",718.0,"5,,N,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,US1COSU0006,2003-01,39.6239,-106.1018,2951.7,"SILVERTHORNE 2.1 WSW, CO US",11.0,"2,N",6.0,"2,N",0.0,"2,N",7.0,"2,N",20030116.0,",2,N",20030116.0,",2,N",152.0,"2,,N,16,",8.9,"2,,N,16,",32.6,"2,,,N",593.0,"2,,,N",29.0,"2,N",20030116.0,",2,N",584.0,"2,,N,16,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,US1COSU0007,2003-01,39.627707,-106.049159,2770.9,"DILLON 0.6 WNW, CO US",5.0,"4,N",0.0,"4,N",0.0,"4,N",4.0,"3,N",20030116.0,",3,N",20030125.0,",4,N",51.0,"3,,N,16,",1.3,"4,,N,25,",4.4,"4,,,N",204.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,US1COSU0009,2003-02,39.6365,-106.0581,2804.2,"SILVERTHORNE 1.8 SE, CO US",19.0,"4,N",9.0,"4,N",0.0,"4,N",7.0,"4,N",20030217.0,",4,N",20030215.0,",4,N",114.0,"4,,N,17,",12.7,"4,,N,15,",61.9,"4,,,N",588.0,"4,,,N",0.0,"4,N",20030228.0,"+,4,N",0.0,"4,,N,28,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,US1COSU0011,2003-03,39.4736,-106.0784,3265.0,"BRECKENRIDGE 1.7 W, CO US",15.0,",N",8.0,",N",1.0,",N",12.0,"4,N",20030318.0,",4,N",20030318.0,",,N",368.0,"4,,N,18,",27.9,",,N,18,",100.3,",,,N",1652.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,US1COSU0012,2003-01,39.3981,-106.046,3223.0,"BRECKENRIDGE 5.6 S, CO US",9.0,",N",4.0,",N",0.0,",N",,,,,20030112.0,",,N",,,9.7,",,N,12,",31.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,US1COSU0016,2004-09,39.597,-106.0071,2773.1,"DILLON 2.3 SE, CO US",12.0,",N",6.0,",N",0.0,",N",1.0,",N",20040922.0,",,N",20040922.0,",,N",108.0,",,N,22,",14.0,",,N,22,",46.5,",,,N",127.0,",,,N",0.0,",N",20040930.0,"+,,N",0.0,",,N,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,US1COSU0019,2003-11,39.4294,-106.033,3171.1,"BRECKENRIDGE 3.4 SSE, CO US",13.0,"2,N",6.0,"2,N",0.0,"2,N",9.0,"2,N",20031103.0,",2,N",20031103.0,",2,N",152.0,"2,,N,03,",8.9,"2,,N,03,",38.2,"2,,,N",747.0,"2,,,N",15.0,"2,N",20031115.0,",2,N",114.0,"2,,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,US1COSU0020,2004-02,39.6302,-106.0433,2804.2,"DILLON .75 SE, CO US",9.0,"4,N",4.0,"4,N",0.0,"4,N",4.0,"4,N",20040225.0,",4,N",20040205.0,",4,N",76.0,"4,,N,25,",7.6,"4,,N,05,",22.0,"4,,,N",240.0,"4,,,N",0.0,"4,N",20040229.0,"+,4,N",0.0,"4,,N,29,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,US1COSU0023,2004-07,39.5035,-106.0618,2965.1,"BRECKENRIDGE 1.9 NNW, CO US",,,,,,,,,,,,,,,,,63.4,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,US1COSU0024,2004-09,39.6395,-106.0386,2780.1,"DILLON 0.7 NNE, CO US",11.0,",N",7.0,",N",0.0,",N",1.0,",N",20040922.0,",,N",20040922.0,",,N",114.0,",,N,22,",18.3,",,N,22,",55.4,",,,N",137.0,",,,N",1.0,",N",20040922.0,",,N",102.0,",,N,22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,US1COSU0025,2005-02,39.5924,-106.0045,2784.0,"DILLON 3.3 SE, CO US",9.0,"5,N",3.0,"5,N",0.0,"5,N",4.0,"5,N",20050216.0,",5,N",20050216.0,",5,N",64.0,"5,,N,16,",3.8,"5,,N,16,",18.0,"5,,,N",254.0,"5,,,N",0.0,"5,N",20050228.0,"+,5,N",0.0,"5,,N,28,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,US1COSU0029,2004-11,39.3879,-106.0504,3232.1,"BRECKENRIDGE 6.2 S, CO US",15.0,"3,N",6.0,"3,N",0.0,"3,N",9.0,"3,N",20041110.0,",3,N",20041110.0,",3,N",180.0,"3,,N,10,",16.3,"3,,N,10,",52.6,"3,,,N",763.0,"3,,,N",27.0,"3,N",20041129.0,"+,3,N",457.0,"3,,N,29,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,US1COSU0031,2005-05,39.5237,-106.0399,2899.9,"BRECKENRIDGE 3.1 N, CO US",,,,,,,,,,,,,,,,,21.8,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,US1COSU0033,2005-06,39.58496,-106.1017,2770.0,"FRISCO .5 WNW, CO US",12.0,",N",7.0,",N",0.0,",N",0.0,",N",20050604.0,",,N",20050605.0,",,N",8.0,",,N,04,",10.2,",,N,05,",45.3,",,,N",8.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,US1COSU0034,2005-08,39.6505,-106.0904,2691.4,"SILVERTHORNE 0.5 W, CO US",,,,,,,,,,,,,,,,,43.3,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,US1COSU0035,2005-10,39.9024,-106.305,2485.9,"SILVERTHORNE 21 NW, CO US",10.0,",N",6.0,",N",0.0,",N",1.0,",N",20051010.0,",,N",20051010.0,",,N",163.0,",,N,10,",24.9,",,N,10,",55.3,",,,N",206.0,",,,N",4.0,",N",20051010.0,",,N",163.0,",,N,10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,US1COSU0037,2006-02,39.4829,-106.0251,2972.7,"BRECKENRIDGE 1.12 E, CO US",12.0,"3,N",5.0,"3,N",0.0,"3,N",6.0,"3,N",20060202.0,",3,N",20060202.0,",3,N",231.0,"3,,N,02,",9.4,"3,,N,02,",35.2,"3,,,N",665.0,"3,,,N",25.0,"3,N",20060206.0,",3,N",1029.0,"3,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,US1COSU0039,2006-10,39.519998,-106.041216,2909.0,"BRECKENRIDGE 0.9 NNE, CO US",14.0,",N",8.0,",N",0.0,",N",7.0,",N",20061026.0,",,N",20061026.0,",,N",343.0,",,N,26,",17.8,",,N,26,",66.9,",,,N",881.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,US1COSU0040,2007-03,39.4688,-106.0109,3294.0,"BRECKENRIDGE 3.3 SE, CO US",13.0,"1,N",9.0,"1,N",0.0,"1,N",6.0,"5,N",20070329.0,",5,N",20070325.0,",1,N",150.0,"5,,N,29,",16.3,"1,,N,25,",66.4,"1,,,N",531.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,US1COSU0044,2010-07,39.6618044,-106.0994291,2775.5,"SILVERTHORNE 1.2 NW, CO US",12.0,"2,N",9.0,"2,N",0.0,"2,N",,,,,20100729.0,",2,N",,,21.8,"2,,N,29,",62.2,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,US1COSU0045,2010-02,39.503175,-106.062675,1738.0,"BRECKENRIDGE 2.0 NW, CO US",12.0,"3,N",4.0,"3,N",0.0,"3,N",5.0,"3,N",20100222.0,"+,3,N",20100222.0,",3,N",69.0,"3,,N,22,+",5.6,"3,,N,22,",32.9,",a,,N",347.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
