,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES
4175,CA00106CDL0,1995-01,50.4,-125.8667,19.0,"HELMCKEN ISLAND, BC CA",0.0,",C",0.0,",C",0.0,",C",19950131.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,CA00106D289,1995-05,54.05,-128.6833,11.0,"KITIMAT HATCHERY, BC CA",8.0,",C",3.0,",C",0.0,",C",19950510.0,",,C",9.7,",,C,10,",27.7,",,,C",0.0,",C",0.0,",C",19950519.0,"+,,C",1.5,",C,19,+",5.85,",,,C",0.0,",C",0.0,",C",10.0,",C",0.0,",C",19950508.0,",,C",28.0,",C,08,",182.1,",C",12.46,",C",19.06,",,,C",,,,,0.0,",C",,,19950531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19950531.0,"+,,C",0.0,",,C,31,+",,,,,,
4177,CA00106H130,1983-08,54.5833,-128.4333,107.0,"TERRACE GOSSAN CREEK, BC CA",15.0,",C",9.0,",C",0.0,",C",19830818.0,",,C",14.4,",,C,18,",67.8,",,,C",0.0,",C",0.0,",C",19830818.0,",,C",4.5,",C,18,",10.85,",,,C",1.8,",C",0.0,",C",9.0,",C",0.0,",C",19830808.0,",,C",27.5,",C,08,",92.6,",C",15.4,",C",19.95,",,,C",,,,,0.0,",C",,,19830831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19830831.0,"+,,C",0.0,",,C,31,+",,,,,,
4178,CA00106Q669,1967-06,51.5,-127.5,6.0,"WADHAMS CDF, BC CA",5.0,",C",3.0,",C",1.0,",C",19670626.0,",,C",26.9,",,C,26,",56.4,",,,C",0.0,",C",0.0,",C",19670608.0,",,C",6.7,",C,08,",9.94,",,,C",0.0,",C",0.0,",C",5.0,",C",0.0,",C",19670601.0,",,C",26.1,",C,01,",119.0,",C",14.37,",C",18.79,",,,C",,,,,0.0,",C",,,19670630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4179,CA001070150,1924-01,55.2333,-129.0167,229.0,"AIYANSH, BC CA",17.0,",C",16.0,",C",2.0,",C",19240105.0,",,C",40.6,",,C,05,",169.3,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,",C",,,19240105.0,",,C",406.0,",,C,05,",1396.0,",,,C",,,,,,,,,,,,
4180,CA001070154,1974-08,55.1833,-129.05,213.0,"AIYANSH 2 SE, BC CA",4.0,",C",1.0,",C",0.0,",C",19740825.0,",,C",10.4,",,C,25,",11.8,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19740831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4181,CA001070571,1912-09,55.0667,-126.5333,713.0,"BABINE LAKE FISHERIES, BC CA",3.0,",C",3.0,",C",0.0,",C",19120901.0,",,C",17.8,",,C,01,",40.6,",,,C",0.0,",C",8.0,",C",19120920.0,"+,,C",-1.7,",C,20,+",2.25,",,,C",0.0,",C",0.0,",C",5.0,",C",0.0,",C",19120916.0,"+,,C",23.9,",C,16,+",285.3,",C",8.82,",C",15.39,",,,C",,,,,0.0,",C",,,19120930.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4182,CA001070572,1972-06,55.05,-126.4833,712.0,"BABINE LAKE HALIFAX BAY, BC CA",13.0,",C",6.0,",C",0.0,",C",19720615.0,",,C",23.4,",,C,15,",71.9,",,,C",0.0,",C",2.0,",C",19720602.0,",,C",-1.1,",C,02,",5.5,",,,C",0.0,",C",0.0,",C",5.0,",C",0.0,",C",19720609.0,",,C",25.0,",C,09,",222.5,",C",10.92,",C",16.33,",,,C",,,,,0.0,",C",,,19720630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4183,CA001070573,1969-01,54.45,-125.4667,713.0,"BABINE LAKE PINKUT CREEK, BC CA",,,,,,,,,,,,,29.0,",C",31.0,",C",19690130.0,",,C",-38.3,",C,30,",-28.44,",,,C",0.0,",C",31.0,",C",0.0,",C",0.0,",C",19690104.0,",,C",0.0,",C,04,",1308.0,",C",-23.86,",C",-19.28,",,,C",,,0.0,C,,,,,,,,,,,,,,,,,,,,,,
4184,CA001070873,1973-07,54.8333,-128.3,122.0,"BIG OLIVER CREEK, BC CA",7.0,",C",4.0,",C",0.0,",C",19730723.0,",,C",7.1,",,C,23,",20.5,",,,C",0.0,",C",0.0,",C",19730707.0,",,C",3.9,",C,07,",9.14,",,,C",1.9,",C",0.0,",C",14.0,",C",0.0,",C",19730718.0,",,C",30.0,",C,18,",103.7,",C",15.05,",C",20.96,",,,C",103.7,C,,,0.0,",C",,,19730731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4185,CA001071092,1988-07,56.4667,-130.1667,1372.0,"BRUCEJACK LAKE, BC CA",18.0,"3,C",11.0,"3,C",0.0,"3,C",19880725.0,",3,C",23.2,"3,,C,25,",100.8,"3,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19880731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19880731.0,"+,,C",0.0,",,C,31,+",,,,,,
4186,CA001071785,1958-06,54.1167,-127.1667,837.0,"COLLINS LAKE, BC CA",4.0,",C",3.0,",C",0.0,",C",19580627.0,",,C",22.6,",,C,27,",44.7,",,,C",0.0,",C",0.0,",C",19580602.0,",,C",0.6,",C,02,",7.17,",,,C",13.2,",C",0.0,",C",22.0,",C",1.0,",C",19580623.0,",,C",34.5,",C,23,",97.5,",C",15.52,",C",23.87,",,,C",,,,,0.0,",C",,,19580630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4187,CA001072075,1973-08,55.5,-128.2333,610.0,"CRANBERRY RIVER, BC CA",13.0,"2,C",8.0,"2,C",0.0,"2,C",19730821.0,",2,C",6.9,"2,,C,21,",34.6,",a,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19730831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4188,CA001072692,1981-08,54.2,-126.2833,1280.0,"EQUITY SILVER, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19810831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19810831.0,"+,,C",0.0,",,C,31,+",,,,,,
4189,CA001072902,1944-11,55.3167,-126.6167,716.0,"FORT BABINE, BC CA",21.0,",C",10.0,",C",0.0,",C",19441130.0,"+,,C",7.1,",,C,30,+",56.9,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,",C",,,19441130.0,"+,,C",71.0,",,C,30,+",360.0,",,,C",,,,,,,,,,,,
4190,CA001073040,1960-07,54.8,-126.3,735.0,"FULTON LAKE, BC CA",4.0,",C",3.0,",C",0.0,",C",19600722.0,",,C",16.0,",,C,22,",23.7,",,,C",0.0,"1,",8.0,"1,C",19600705.0,",1,C",-2.2,"1,C,05,",3.77,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19600731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4191,CA001073278,1974-11,54.95,-126.1667,706.0,"GRANISLE COPPER LTD, BC CA",12.0,",C",5.0,",C",0.0,",C",19741118.0,",,C",7.4,",,C,18,",26.9,",,,C",0.0,",C",26.0,",C",19741125.0,",,C",-9.4,",C,25,",-3.66,",,,C",0.0,",C",12.0,",C",0.0,",C",0.0,",C",19741115.0,"+,,C",7.2,",C,15,+",583.0,",C",-1.1,",C",1.46,",,,C",,,,,5.0,",C",,,19741118.0,",,C",74.0,",,C,18,",266.0,",,,C",,,,,,,,,,,,
4192,CA001073347,1973-08,55.2,-127.7333,122.0,"HAZELTON TEMLEHAN, BC CA",12.0,",C",2.0,",C",0.0,",C",19730816.0,",,C",6.1,",,C,16,",21.2,",,,C",0.0,",C",0.0,",C",19730831.0,"+,,C",1.1,",C,31,+",6.17,",,,C",1.4,",C",0.0,",C",18.0,",C",0.0,",C",19730807.0,",,C",31.1,",C,07,",135.7,",C",14.0,",C",21.83,",,,C",,,,,0.0,",C",,,19730831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4193,CA001073349,1988-07,55.2667,-127.6333,295.0,"HAZELTON 2, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19880731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4194,CA00107335J,1990-06,55.2667,-127.5167,366.0,"HAZELTON TRIPLE CREEK RANCH, BC CA",15.0,"2,C",11.0,"2,C",1.0,"2,C",19900630.0,",2,C",32.4,"2,,C,30,",127.9,"2,,,C",0.0,",C",0.0,",C",19900606.0,",,C",3.5,",C,06,",8.95,",,,C",0.2,",C",0.0,",C",8.0,",C",0.0,",C",19900614.0,",,C",26.0,",C,14,",127.4,",C",14.09,",C",19.23,",,,C",,,,,0.0,",C",,,19900630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19900630.0,"+,,C",0.0,",,C,30,+",,,,,,
4195,CA001073612,1970-05,54.3833,-126.7167,587.0,"HOUSTON, BC CA",9.0,",C",3.0,",C",0.0,",C",19700515.0,",,C",11.9,",,C,15,",30.8,",,,C",0.0,",C",9.0,",C",19700506.0,"+,,C",-4.4,",C,06,+",2.02,",,,C",0.0,"1,C",0.0,"1,C",2.0,"1,C",0.0,"1,C",19700529.0,"+,1,C",21.7,"1,C,29,+",309.3,"1,C",8.0,"1,C",13.98,"1,,,C",,,,,0.0,",C",,,19700531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4196,CA001073615,1957-07,54.4,-126.6667,610.0,"HOUSTON, BC CA",17.0,",C",7.0,",C",0.0,",C",19570730.0,",,C",15.5,",,C,30,",58.1,",,,C",0.0,",C",3.0,",C",19570727.0,"+,,C",-1.7,",C,27,+",4.77,",,,C",0.0,",C",0.0,",C",7.0,",C",0.0,",C",19570718.0,",,C",26.1,",C,18,",200.0,",C",11.88,",C",18.99,",,,C",200.0,C,,,0.0,",C",,,19570731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4197,CA001073616,1970-10,54.15,-126.3667,953.0,"HOUSTON GOOSLY LAKE, BC CA",5.0,"4,C",2.0,"4,C",0.0,"4,C",19701019.0,",4,C",9.4,"4,,C,19,",18.6,"4,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,",C",,,19701027.0,",,C",56.0,",,C,27,",69.0,",,,C",,,,,,,,,,,,
4198,CA001073L4F,1981-06,55.2667,-127.6167,320.0,"HAZELTON, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19810630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19810630.0,"+,,C",0.0,",,C,30,+",,,,,,
4199,CA001074276,1976-10,55.4667,-127.7667,305.0,"KISPIOX, BC CA",14.0,",C",10.0,",C",0.0,",C",19761026.0,",,C",24.9,",,C,26,",73.8,",,,C",0.0,",C",17.0,",C",19761021.0,"+,,C",-7.2,",C,21,+",-0.11,",,,C",0.0,",C",1.0,",C",0.0,",C",0.0,",C",19761009.0,"+,,C",15.6,",C,09,+",434.8,",C",4.31,",C",8.72,",,,C",,,,,0.0,",C",,,19761028.0,",,C",0.0,",T,C,28,",0.0,",T,,C",,,,,,,,,,,,
4200,CA001074328,1967-02,55.4167,-128.4167,533.0,"KITSAULT MILLSITE, BC CA",24.0,",C",23.0,",C",3.0,",C",19670211.0,",,C",53.3,",,C,11,",285.5,",,,C",0.0,",C",28.0,",C",19670217.0,",,C",-10.0,",C,17,",-3.09,",,,C",0.0,",C",8.0,",C",0.0,",C",0.0,",C",19670202.0,",,C",3.9,",C,02,",541.8,",C",-1.02,",C",1.06,",,,C",,,,,23.0,",C",,,19670211.0,",,C",533.0,",,C,11,",2855.0,",,,C",,,,,,,,,,,,
4201,CA001074330,1969-12,55.5,-129.0,652.0,"KITSAULT MINESITE, BC CA",17.0,",C",16.0,",C",1.0,",C",19691228.0,",,C",30.5,",,C,28,",154.8,",,,C",,,,,,,,,,,,,4.0,",C",0.0,",C",0.0,",C",19691204.0,",,C",8.3,",C,04,",,,,,2.51,",,,C",,,,,13.0,",C",,,19691228.0,"+,,C",152.0,",,C,28,+",1040.0,",,,C",,,,,,,,,,,,
4202,CA001074331,1967-01,55.45,-128.4833,38.0,"KITSAULT TOWNSITE, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,",C",,,19670120.0,",,C",127.0,",,C,20,",364.0,",,,C",,,,,,,,,,,,
4203,CA001074336,1973-07,55.1167,-128.05,193.0,"KITWANGA, BC CA",9.0,",C",4.0,",C",0.0,",C",19730723.0,",,C",4.6,",,C,23,",19.2,",,,C",0.0,",C",0.0,",C",19730722.0,",,C",0.6,",C,22,",7.31,",,,C",0.1,",C",0.0,",C",17.0,",C",0.0,",C",19730718.0,",,C",30.6,",C,18,",111.8,",C",14.73,",C",22.15,",,,C",111.8,C,,,0.0,",C",,,19730731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4204,CA001074800,1924-01,54.7333,-127.0667,573.0,"MACLURE LAKE, BC CA",6.0,",C",5.0,",C",0.0,",C",19240124.0,"+,,C",10.2,",,C,24,+",43.1,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,",C",,,19240124.0,"+,,C",102.0,",,C,24,+",268.0,",,,C",,,,,,,,,,,,
4205,CA001075199,1961-09,54.2,-126.9,701.0,"MORICE RIVER FDR, BC CA",2.0,"4,C",1.0,"4,C",0.0,"4,C",19610929.0,",4,C",10.2,"4,,C,29,",11.7,"4,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"4,C",,,19610928.0,",4,C",0.0,"4,T,C,28,",0.0,"4,T,,C",,,,,,,,,,,,
4206,CA001075200,1955-05,54.3167,-126.8,693.0,"MORICE RIVER HOUSTON, BC CA",12.0,",C",3.0,",C",0.0,",C",19550528.0,",,C",6.9,",,C,28,",24.8,",,,C",0.0,"5,C",18.0,"5,C",19550503.0,",5,C",-5.0,"5,C,03,",-0.75,"5,,,C",0.0,"5,C",0.0,"3,C",1.0,"3,C",0.0,"3,C",19550515.0,",3,C",21.7,"3,C,15,",325.6,"3,C",5.73,"5,C",12.22,"3,,,C",,,,,0.0,",C",,,19550527.0,"+,,C",0.0,",T,C,27,+",0.0,",T,,C",,,,,,,,,,,,
4207,CA001075202,1964-09,55.05,-127.3,390.0,"MORICETOWN, BC CA",15.0,",C",8.0,",C",0.0,",C",19640922.0,",,C",19.8,",,C,22,",66.1,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19640930.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4208,CA001075252,1998-07,55.4833,-127.8333,368.0,"MURDER CREEK 2, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",19980731.0,"+,,C",0.0,",,C,31,+",,,,,,
4209,CA001075253,1973-09,55.5167,-127.8,245.0,"MURDER CREEK, BC CA",22.0,",C",14.0,",C",0.0,",C",19730926.0,",,C",11.7,",,C,26,",89.7,",,,C",0.0,",C",7.0,",C",19730915.0,"+,,C",-2.8,",C,15,+",4.77,",,,C",0.0,",C",0.0,",C",0.0,",C",0.0,",C",19730917.0,",,C",20.6,",C,17,",255.7,",C",9.81,",C",14.85,",,,C",,,,,0.0,",C",,,19730930.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4210,CA001075384,1973-09,55.2333,-129.0333,290.0,"NASS CAMP, BC CA",,,,,,,,,,,,,0.0,",C",3.0,",C",19730917.0,"+,,C",-0.6,",C,17,+",5.5,",,,C",0.0,",C",0.0,",C",2.0,",C",0.0,",C",19730918.0,"+,,C",21.1,",C,18,+",239.1,",C",10.36,",C",15.22,",,,C",,,,,0.0,",C",,,19730930.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4211,CA001075520,1914-08,55.2333,-127.6,314.0,"NEW HAZELTON, BC CA",4.0,"5,C",1.0,"5,C",0.0,"5,C",19140808.0,",5,C",3.8,"5,,C,08,",7.1,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"5,C",,,19140831.0,"+,5,C",0.0,"5,,C,31,+",0.0,"5,,,C",,,,,,,,,,,,
4212,CA001076638,1962-10,54.6167,-126.9,533.0,"QUICK, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19621031.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4213,CA001076886,1973-05,54.85,-128.8,183.0,"ROSSWOOD, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19730531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4214,CA001077499,1957-07,54.8333,-127.1833,523.0,"SMITHERS, BC CA",19.0,"5,S",6.0,"5,S",0.0,"5,S",19570731.0,",5,S",13.0,"5,,S,31,",55.8,"5,,,S",0.0,",S",0.0,",S",19570708.0,"+,,S",1.1,",S,08,+",5.46,",,,S",0.0,",S",0.0,",S",4.0,",S",0.0,",S",19570719.0,",,S",25.6,",S,19,",209.2,",S",11.58,",S",17.71,",,,S",209.2,,,,,,,,,,,,,,,,,,,,,,,,,
4215,CA001077500,1942-06,54.8167,-127.1833,522.0,"SMITHERS A, BC CA",5.0,",C",3.0,",C",0.0,",C",19420615.0,",,C",7.6,",,C,15,",17.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19420630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4216,CA001077505,1938-02,54.7333,-127.1,515.0,"SMITHERS CDA, BC CA",3.0,",C",3.0,",C",0.0,",C",19380215.0,"+,,C",5.1,",,C,15,+",12.7,",,,C",9.0,",C",28.0,",C",19380204.0,",,C",-27.2,",C,04,",-13.98,",,,C",0.0,",C",18.0,",C",0.0,",C",0.0,",C",19380227.0,",,C",11.1,",C,27,",776.9,",C",-9.41,",C",-4.85,",,,C",,,,,3.0,",C",,,19380215.0,"+,,C",51.0,",,C,15,+",127.0,",,,C",,,,,,,,,,,,
4217,CA001077508,1969-01,54.7833,-127.0833,578.0,"SMITHERS 4 E, BC CA",5.0,",C",1.0,",C",0.0,",C",19690103.0,",,C",5.1,",,C,03,",11.1,",,,C",28.0,",C",31.0,",C",19690130.0,",,C",-37.8,",C,30,",-27.74,",,,C",0.0,",C",31.0,",C",0.0,",C",0.0,",C",19690104.0,",,C",-2.8,",C,04,",1248.2,",C",-21.93,",C",-16.13,",,,C",,,0.0,C,1.0,",C",,,19690103.0,",,C",51.0,",,C,03,",111.0,",,,C",,,,,,,,,,,,
4218,CA001078070,1922-06,54.65,-126.8333,683.0,"TELKWA, BC CA",1.0,"5,C",1.0,"5,C",0.0,"5,C",19220621.0,",5,C",3.0,"5,,C,21,",3.0,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"5,C",,,19220630.0,"+,5,C",0.0,"5,,C,30,+",0.0,"5,,,C",,,,,,,,,,,,
4219,CA001078072,1983-11,54.65,-127.1167,670.0,"TELKWA COAL MINE RD, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,13.0,"3,C",0.0,"3,C",0.0,"3,C",19831118.0,"+,3,C",4.0,"3,C,18,+",,,,,-0.11,"3,,,C",,,,,4.0,"4,C",,,19831124.0,",4,C",75.0,"4,,C,24,",228.0,"4,,,C",22.0,"5,C",19831125.0,",5,C",190.0,"5,,C,25,",,,,,,
4220,CA001078074,1964-03,54.7333,-127.0167,640.0,"TELKWA MACLURE LAKE, BC CA",8.0,"2,C",3.0,"2,C",0.0,"2,C",19640311.0,",2,C",8.4,"2,,C,11,",33.6,",a,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,",C",,,19640311.0,",,C",84.0,",,C,11,",323.0,",a,,C",,,,,,,,,,,,
4221,CA001078080,1968-04,54.6667,-126.9167,579.0,"TELKWA ROUND LAKE, BC CA",9.0,",C",1.0,",C",0.0,",C",19680427.0,",,C",11.7,",,C,27,",17.0,",,,C",0.0,",C",25.0,",C",19680412.0,",,C",-11.1,",C,12,",-3.23,",,,C",0.0,",C",0.0,",C",0.0,",C",0.0,",C",19680426.0,",,C",13.3,",C,26,",480.3,",C",2.32,",C",7.88,",,,C",,,,,0.0,",C",,,19680414.0,",,C",10.0,",,C,14,",10.0,",,,C",,,,,,,,,,,,
4222,CA001078086,1982-05,54.6833,-126.9833,854.0,"TELKWA WOODMERE RD, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19820522.0,",,C",0.0,",T,C,22,",0.0,",T,,C",,,,,,,,,,,,
4223,CA001078209,1962-06,54.8167,-126.1667,722.0,"TOPLEY LANDING, BC CA",13.0,",C",9.0,",C",0.0,",C",19620626.0,",,C",21.8,",,C,26,",87.0,",,,C",0.0,",C",3.0,",C",19620609.0,",,C",-1.7,",C,09,",4.14,",,,C",0.0,",C",0.0,",C",2.0,",C",0.0,",C",19620624.0,",,C",23.3,",C,24,",269.0,",C",9.37,",C",14.59,",,,C",,,,,0.0,",C",,,19620630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4224,CA001078L3D,1989-09,56.65,-130.45,887.0,"UNUK RIVER ESKAY CREEK, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",19890930.0,"+,,C",0.0,",,C,30,+",,,,,,
4225,CA00107ADFE,1973-06,55.0167,-128.3167,152.0,"CEDARVALE, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19730630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4226,CA00107G879,1982-11,55.2833,-127.1667,534.0,"SUSKWA VALLEY, BC CA",12.0,",C",4.0,",C",0.0,",C",19821115.0,"+,,C",9.6,",,C,15,+",40.7,",,,C",1.0,",C",29.0,",C",19821121.0,",,C",-20.5,",C,21,",-6.9,",,,C",0.0,"1,C",16.0,"1,C",0.0,"1,C",0.0,"1,C",19821104.0,",1,C",5.5,"1,C,04,",649.9,"1,C",-4.12,"1,C",-1.34,"1,,,C",,,,,4.0,",C",,,19821115.0,",,C",96.0,",,C,15,",367.0,",,,C",12.0,"5,C",19821118.0,",5,C",190.0,"5,,C,18,",,,,,,
4227,CA00107GHG9,1973-07,56.6167,-126.6833,1798.0,"SUSTUT MOUNTAIN, BC CA",19.0,",C",9.0,",C",0.0,",C",19730710.0,",,C",10.4,",,C,10,",60.3,",,,C",0.0,",C",6.0,",C",19730721.0,",,C",-1.7,",C,21,",2.48,",,,C",0.0,",C",0.0,",C",0.0,",C",0.0,",C",19730728.0,"+,,C",16.7,",C,28,+",384.5,",C",5.93,",C",9.38,",,,C",384.5,,,,,,,,,,,,,,,,,,,,,,,,,
4228,CA00107P505,1988-07,54.8167,-127.2167,546.0,"SMITHERS KATHLYN LAKE, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19880731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19880731.0,"+,,C",0.0,",,C,31,+",,,,,,
4229,CA001080283,1954-07,52.1,-123.6167,853.0,"ALEXIS CREEK, BC CA",,,,,,,,,,,,,0.0,"3,",4.0,"3,C",19540721.0,",3,C",-1.1,"3,C,21,",3.29,"3,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,CA001080284,1973-08,52.0833,-123.2833,800.0,"ALEXIS CREEK, BC CA",3.0,",C",2.0,",C",0.0,",C",19730816.0,",,C",6.6,",,C,16,",10.9,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19730831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
4231,CA001080285,1919-10,52.1333,-123.3333,724.0,"ALEXIS CREEK, BC CA",6.0,",C",5.0,",C",0.0,",C",19191019.0,",,C",10.2,",,C,19,",33.8,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,",C",,,19191010.0,",,C",84.0,",,C,10,",134.0,",,,C",,,,,,,,,,,,
4232,CA001080289,1961-02,52.55,-123.1833,1219.0,"ALEXIS CREEK TAUTRI CRK, BC CA",8.0,",C",3.0,",C",0.0,",C",19610218.0,",,C",12.7,",,C,18,",32.5,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,",C",,,19610218.0,",,C",127.0,",,C,18,",325.0,",,,C",,,,,,,,,,,,
4233,CA001080430,1954-09,52.35,-125.3333,1097.0,"ANAHIM LAKE, BC CA",7.0,",C",2.0,",C",0.0,",C",19540911.0,",,C",9.7,",,C,11,",21.9,",,,C",0.0,",C",6.0,",C",19540930.0,",,C",-8.9,",C,30,",2.15,",,,C",0.0,",C",0.0,",C",0.0,",C",0.0,",C",19540911.0,"+,,C",18.3,",C,11,+",334.3,",C",7.19,",C",12.23,",,,C",,,,,0.0,",C",,,19540930.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
4234,CA001080431,1975-07,52.4667,-125.3167,1108.0,"ANAHIM LAKE, BC CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19750731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
