,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES
2145,US1ORKL0008,2008-01,42.2187,-121.7093,1337.8,"KLAMATH FALLS 3.3 E, OR US",16.0,"3,N",11.0,"3,N",0.0,"3,N",9.0,"3,N",20080110.0,",3,N",20080110.0,",3,N",150.0,"3,,N,10,",13.7,"3,,N,10,",72.6,"3,,,N",684.0,"3,,,N",,,,,,,,,,
2146,US1ORKL0013,2008-10,42.302047,-121.407828,1360.9,"BONANZA 7.1 N, OR US",4.0,"2,N",1.0,"2,N",0.0,"2,N",0.0,"2,N",20081031.0,"+,2,N",20081004.0,",2,N",0.0,"2,,N,31,+",10.2,"2,,N,04,",13.3,"2,,,N",0.0,"2,,,N",,,,,,,,,,
2147,US1ORKL0014,2010-09,42.300503,-121.408055,1358.8,"BONANZA 7.0 N, OR US",2.0,",N",2.0,",N",0.0,",N",0.0,"1,N",20100930.0,"+,1,N",20100919.0,",,N",0.0,"1,,N,30,+",5.3,",,N,19,",9.1,",,,N",0.0,"1,,,N",,,,,,,,,,
2148,US1ORKL0016,2013-11,42.228588,-121.774503,1255.5,"KLAMATH FALLS 0.5 NNW, OR US",4.0,"3,N",2.0,"3,N",0.0,"3,N",,,,,20131120.0,"+,3,N",,,2.8,"3,,N,20,+",6.6,"3,,,N",,,,,,,,,,,,
2149,US1ORKL0018,2013-06,42.1182833,-121.9236166,1252.4,"KENO 0.6 SSE, OR US",6.0,"1,N",3.0,"1,N",0.0,"1,N",,,,,20130620.0,",1,N",,,5.8,"1,,N,20,",16.8,"1,,,N",,,,,,,,,,,,
2150,US1ORKL0023,2017-01,42.2009791,-121.7272237,1265.8,"ALTAMONT 0.4 WNW, OR US",3.0,",N",1.0,",N",0.0,",N",2.0,",N",20170122.0,",,N",20170122.0,",,N",30.0,",,N,22,",2.8,",,N,22,",4.9,",,,N",63.0,",,,N",,,,,,,,,,
2151,US1ORKL0025,2018-01,42.232861,-121.770447,1273.8,"KLAMATH FALLS 0.8 N, OR US",11.0,"3,N",5.0,"3,N",0.0,"3,N",,,,,20180119.0,",3,N",,,6.1,"3,,N,19,",30.5,"3,,,N",,,,,,,,,,,,
2152,US1ORKL0027,2019-01,42.1513,-121.6953,1250.9,"KLAMATH FALLS 6.2 SE, OR US",,,,,,,,,,,,,,,,,37.8,"4,a,,N",,,,,,,,,,,,
2153,US1ORKL0028,2019-10,43.5372,-121.4928,1312.5,"LA PINE 9.1 S, OR US",4.0,",N",3.0,",N",0.0,",N",0.0,"4,N",20191021.0,"+,4,N",20191019.0,",,N",0.0,"4,T,N,21,+",5.3,",,N,19,",14.2,",,,N",0.0,"4,T,,N",,,,,,,,,,
2154,US1ORLA0001,2007-12,44.06116,-124.04753,71.9,"FLORENCE 5.9 NNE, OR US",26.0,",N",22.0,",N",6.0,",N",0.0,",N",20071231.0,"+,,N",20071203.0,",,N",0.0,",T,N,31,+",114.8,",,N,03,",501.7,",,,N",0.0,",T,,N",,,,,,,,,,
2155,US1ORLA0003,2008-01,44.0069,-124.1247,20.4,"FLORENCE 1.8 NW, OR US",21.0,"1,N",18.0,"1,N",1.0,"1,N",0.0,"1,N",20080131.0,"+,1,N",20080127.0,",1,N",0.0,"1,,N,31,+",48.8,"1,,N,27,",293.6,"1,,,N",0.0,"1,,,N",,,,,,,,,,
2156,US1ORLA0004,2008-01,44.0145,-124.121,26.5,"FLORENCE 2.1 NNW, OR US",22.0,"1,N",19.0,"1,N",4.0,"1,N",0.0,"1,N",20080131.0,"+,1,N",20080127.0,",1,N",0.0,"1,,N,31,+",50.8,"1,,N,27,",349.3,"1,,,N",0.0,"1,,,N",,,,,,,,,,
2157,US1ORLA0005,2008-02,43.9778,-124.0906,21.9,"FLORENCE 0.2 SSE, OR US",,,,,,,,,,,,,,,,,118.0,"5,a,,N",,,,,,,,,,,,
2158,US1ORLA0006,2008-01,44.0481,-123.0017,142.3,"SPRINGFIELD 2 WSW, OR US",21.0,"1,N",17.0,"1,N",2.0,"1,N",2.0,"1,N",20080128.0,",1,N",20080128.0,",1,N",102.0,"1,,N,28,",89.7,"1,,N,28,",268.3,"1,,,N",127.0,"1,,,N",,,,,,,,,,
2159,US1ORLA0007,2008-01,44.0975,-123.0936,119.2,"EUGENE 3.2 NNE, OR US",20.0,",N",16.0,",N",2.0,",N",1.0,",N",20080128.0,",,N",20080127.0,",,N",124.0,",,N,28,",34.5,",,N,27,",193.9,",,,N",132.0,",,,N",,,,,,,,,,
2160,US1ORLA0009,2008-01,44.1686,-122.8583,166.4,"MARCOLA 0.5 S, OR US",20.0,",N",17.0,",N",2.0,",N",3.0,",N",20080127.0,",,N",20080127.0,",,N",71.0,",,N,27,",39.1,",,N,27,",250.9,",,,N",175.0,",,,N",,,,,,,,,,
2161,US1ORLA0010,2008-02,44.0003,-123.0675,235.0,"EUGENE 4.3 SSE, OR US",17.0,"2,N",7.0,"2,N",1.0,"2,N",0.0,"2,N",20080229.0,"+,2,N",20080201.0,",2,N",0.0,"2,,N,29,+",26.7,"2,,N,01,",79.8,"2,,,N",0.0,"2,,,N",,,,,,,,,,
2162,US1ORLA0011,2008-01,44.080663,-123.08099,128.3,"EUGENE 2.5 NE, OR US",16.0,"5,N",13.0,"5,N",1.0,"5,N",0.0,"5,N",20080131.0,"+,5,N",20080105.0,",5,N",0.0,"5,,N,31,+",30.2,"5,,N,05,",190.7,",a,,N",0.0,"5,,,N",,,,,,,,,,
2163,US1ORLA0013,2008-01,44.099,-123.1222,121.3,"EUGENE 3.2 N, OR US",18.0,"2,N",14.0,"2,N",0.0,"2,N",0.0,"2,N",20080131.0,"+,2,N",20080105.0,",2,N",0.0,"2,,N,31,+",22.4,"2,,N,05,",151.4,"2,,,N",0.0,"2,,,N",,,,,,,,,,
2164,US1ORLA0014,2008-01,44.0786,-123.1756,118.0,"EUGENE 3.6 WNW, OR US",20.0,",N",16.0,",N",2.0,",N",1.0,",N",20080128.0,",,N",20080127.0,",,N",140.0,",,N,28,",36.1,",,N,27,",192.0,",,,N",140.0,",,,N",,,,,,,,,,
2165,US1ORLA0015,2008-01,44.0378,-123.3511,131.7,"VENETA 0.7 S, OR US",18.0,"5,N",15.0,"5,N",3.0,"5,N",1.0,"5,N",20080127.0,",5,N",20080105.0,",5,N",25.0,"5,,N,27,",40.9,"5,,N,05,",283.5,"5,,,N",38.0,"5,,,N",,,,,,,,,,
2166,US1ORLA0017,2008-01,44.051083,-123.035922,140.5,"SPRINGFIELD 2.9 W, OR US",19.0,",N",17.0,",N",2.0,",N",2.0,",N",20080128.0,",,N",20080127.0,",,N",114.0,",,N,28,",40.6,",,N,27,",193.8,",,,N",167.0,",,,N",4.0,"2,N",20080128.0,",2,N",102.0,"2,,N,28,",,,,
2167,US1ORLA0018,2008-01,44.0845,-123.092,125.9,"EUGENE 2.4 NNE, OR US",16.0,"4,N",13.0,"4,N",1.0,"4,N",1.0,"4,N",20080128.0,",4,N",20080127.0,",4,N",145.0,"4,,N,28,",42.2,"4,,N,27,",195.1,",a,,N",145.0,"4,,,N",,,,,,,,,,
2168,US1ORLA0019,2008-01,43.9172,-122.8244,202.4,"DEXTER 1 W, OR US",20.0,"1,N",19.0,"1,N",2.0,"1,N",2.0,"1,N",20080128.0,",1,N",20080127.0,",1,N",102.0,"1,,N,28,",49.5,"1,,N,27,",228.9,"1,,,N",153.0,"1,,,N",,,,,,,,,,
2169,US1ORLA0020,2008-01,44.0828,-123.3619,128.6,"ELMIRA 1.1 NNW, OR US",18.0,"4,N",14.0,"4,N",3.0,"4,N",1.0,"4,N",20080128.0,",4,N",20080127.0,",4,N",191.0,"4,,N,28,",38.1,"4,,N,27,",282.9,"2,a,,N",212.0,"4,,,N",,,,,,,,,,
2170,US1ORLA0021,2008-02,43.9533,-123.0169,157.3,"CRESWELL 2.4 N, OR US",,,,,,,,,,,,,,,,,54.7,"5,a,,N",,,,,,,,,,,,
2171,US1ORLA0022,2008-01,44.1117,-123.1383,116.7,"EUGENE 4.3 NNW, OR US",19.0,"1,N",13.0,"1,N",1.0,"1,N",0.0,"2,N",20080131.0,"+,2,N",20080127.0,",1,N",0.0,"2,,N,31,+",32.3,"1,,N,27,",174.5,"1,,,N",0.0,"2,,,N",,,,,,,,,,
2172,US1ORLA0023,2008-01,44.188972,-122.90975,289.6,"SPRINGFIELD 10.0 NNE, OR US",18.0,"2,N",16.0,"2,N",2.0,"2,N",4.0,"2,N",20080128.0,",2,N",20080127.0,",2,N",193.0,"2,,N,28,",52.1,"2,,N,27,",323.5,",a,,N",399.0,"2,,,N",,,,,,,,,,
2173,US1ORLA0024,2008-01,43.9499,-122.8852,199.3,"PLEASANT HILL 3 SE, OR US",18.0,"1,N",17.0,"1,N",2.0,"1,N",3.0,"1,N",20080128.0,",1,N",20080127.0,",1,N",97.0,"1,,N,28,",52.6,"1,,N,27,",222.9,"1,,,N",217.0,"1,,,N",,,,,,,,,,
2174,US1ORLA0025,2008-01,44.1261,-122.9139,157.9,"SPRINGFIELD 5.9 NNE, OR US",17.0,"4,N",14.0,"4,N",0.0,"4,N",0.0,"4,N",20080106.0,",4,N",20080111.0,",4,N",13.0,"4,,N,06,",20.6,"4,,N,11,",248.1,",a,,N",13.0,"4,,,N",,,,,,,,,,
2175,US1ORLA0026,2008-01,44.0706,-123.0658,129.5,"EUGENE 2.6 ENE, OR US",20.0,"4,N",16.0,"4,N",1.0,"4,N",0.0,"4,N",20080131.0,"+,4,N",20080127.0,",4,N",0.0,"4,,N,31,+",40.6,"4,,N,27,",183.8,"4,,,N",0.0,"4,,,N",,,,,,,,,,
2176,US1ORLA0027,2007-12,44.1221,-123.351,176.8,"JUNCTION CITY 9.8 SW, OR US",21.0,"3,N",19.0,"3,N",4.0,"3,N",0.0,"3,N",20071231.0,"+,3,N",20071204.0,",3,N",0.0,"3,,N,31,+",63.5,"3,,N,04,",334.1,"1,a,,N",0.0,"3,,,N",,,,,,,,,,
2177,US1ORLA0029,2008-01,44.01445,-123.0914,176.2,"EUGENE 2.9 SSE, OR US",19.0,"3,N",17.0,"3,N",1.0,"3,N",0.0,"3,N",20080131.0,"+,3,N",20080127.0,",3,N",0.0,"3,,N,31,+",36.8,"3,,N,27,",208.6,"3,,,N",0.0,"3,,,N",,,,,,,,,,
2178,US1ORLA0031,2008-01,44.0272,-124.1203,25.6,"FLORENCE 2.9 NNW, OR US",23.0,"4,N",20.0,"4,N",4.0,"4,N",0.0,"4,N",20080131.0,"+,4,N",20080127.0,",4,N",0.0,"4,,N,31,+",51.3,"4,,N,27,",336.2,"4,,,N",0.0,"4,,,N",,,,,,,,,,
2179,US1ORLA0033,2008-01,43.686679,-123.050054,275.2,"COTTAGE GROVE 7.7 S, OR US",20.0,"2,N",19.0,"2,N",2.0,"2,N",2.0,"2,N",20080128.0,",2,N",20080105.0,",2,N",191.0,"2,,N,28,",48.3,"2,,N,05,",260.3,"2,,,N",216.0,"2,,,N",,,,,,,,,,
2180,US1ORLA0035,2008-01,44.0181,-123.1178,239.0,"EUGENE 2.4 S, OR US",22.0,",N",18.0,",N",3.0,",N",4.0,",N",20080128.0,",,N",20080127.0,",,N",102.0,",,N,28,",33.0,",,N,27,",237.1,",,,N",241.0,",,,N",,,,,,,,,,
2181,US1ORLA0036,2008-01,43.9147,-123.0119,165.5,"CRESWELL 0.4 SE, OR US",21.0,"2,N",17.0,"2,N",3.0,"2,N",1.0,"3,N",20080127.0,",3,N",20080127.0,",2,N",127.0,"3,,N,27,",43.7,"2,,N,27,",251.2,"2,,,N",140.0,"3,,,N",,,,,,,,,,
2182,US1ORLA0038,2008-01,44.1603,-122.9017,186.5,"SPRINGFIELD 8.3 NNE, OR US",21.0,"2,N",18.0,"2,N",1.0,"2,N",0.0,"2,N",20080131.0,"+,2,N",20080127.0,",2,N",0.0,"2,,N,31,+",49.8,"2,,N,27,",218.3,"2,,,N",0.0,"2,,,N",,,,,,,,,,
2183,US1ORLA0040,2008-01,43.9861,-124.0903,16.2,"FLORENCE 0.6 E, OR US",20.0,"4,N",17.0,"4,N",3.0,"4,N",0.0,"4,N",20080128.0,",4,N",20080127.0,",4,N",18.0,"4,,N,28,",36.8,"4,,N,27,",301.6,"4,,,N",18.0,"4,,,N",,,,,,,,,,
2184,US1ORLA0041,2008-01,44.0528,-123.0331,151.5,"SPRINGFIELD 2.8 W, OR US",19.0,"2,N",15.0,"2,N",2.0,"2,N",0.0,"3,N",20080131.0,"+,3,N",20080127.0,",2,N",0.0,"3,,N,31,+",36.8,"2,,N,27,",178.4,"2,,,N",0.0,"3,,,N",,,,,,,,,,
2185,US1ORLA0042,2008-01,44.0549,-122.9116,157.0,"SPRINGFIELD 3.3 E, OR US",22.0,"1,N",19.0,"1,N",1.0,"1,N",3.0,"2,N",20080128.0,",2,N",20080127.0,",1,N",89.0,"2,,N,28,",38.4,"1,,N,27,",196.7,"1,,,N",157.0,"2,,,N",,,,,,,,,,
2186,US1ORLA0044,2008-02,43.99247,-123.1964,153.0,"EUGENE 5.9 SW, OR US",12.0,"1,N",6.0,"1,N",0.0,"1,N",0.0,"1,N",20080229.0,"+,1,N",20080201.0,",1,N",0.0,"1,,N,29,+",19.1,"1,,N,01,",61.0,"1,,,N",0.0,"1,,,N",,,,,,,,,,
2187,US1ORLA0045,2008-01,44.0381,-123.0956,152.1,"EUGENE 1.3 SE, OR US",,,,,,,,,,,,,,,,,178.8,"3,a,,N",,,,,,,,,,,,
2188,US1ORLA0047,2008-01,43.9533,-123.0261,159.4,"CRESWELL 3 N, OR US",23.0,",N",18.0,",N",1.0,",N",1.0,",N",20080127.0,",,N",20080127.0,",,N",38.0,",,N,27,",35.6,",,N,27,",183.0,",,,N",38.0,",,,N",,,,,,,,,,
2189,US1ORLA0048,2008-01,44.0732,-123.402,153.3,"ELMIRA 2.4 WNW, OR US",20.0,"1,N",15.0,"1,N",5.0,"1,N",2.0,"2,N",20080128.0,",2,N",20080105.0,",1,N",114.0,"2,,N,28,",47.8,"1,,N,05,",324.3,"1,,,N",209.0,"2,,,N",,,,,,,,,,
2190,US1ORLA0050,2007-12,43.9025,-124.0947,27.7,"FLORENCE 5.8 S, OR US",21.0,"5,N",17.0,"5,N",4.0,"5,N",0.0,"5,N",20071231.0,"+,5,N",20071203.0,",5,N",0.0,"5,,N,31,+",72.4,"5,,N,03,",411.9,",a,,N",0.0,"5,,,N",,,,,,,,,,
2191,US1ORLA0051,2008-01,44.0231,-123.1403,249.0,"EUGENE 2.5 SW, OR US",21.0,",N",18.0,",N",2.0,",N",2.0,",N",20080128.0,",,N",20080127.0,",,N",145.0,",,N,28,",37.6,",,N,27,",241.2,",,,N",262.0,",,,N",,,,,,,,,,
2192,US1ORLA0053,2010-11,44.1131,-122.6481,222.5,"LEABURG 2 E, OR US",21.0,"5,N",16.0,"5,N",4.0,"5,N",,,,,20101123.0,",5,N",,,58.4,"5,,N,23,",257.6,"5,,,N",,,,,,,,,,,,
2193,US1ORLA0054,2008-01,44.0214,-123.1558,324.9,"EUGENE 3 SW, OR US",17.0,"3,N",13.0,"3,N",2.0,"3,N",2.0,"2,N",20080128.0,",2,N",20080127.0,",3,N",211.0,"2,,N,28,",35.6,"3,,N,27,",167.6,"3,,,N",304.0,"2,,,N",,,,,,,,,,
2194,US1ORLA0055,2008-01,44.1567,-123.0694,118.0,"COBURG 1.4 NNW, OR US",19.0,",N",16.0,",N",1.0,",N",1.0,",N",20080127.0,",,N",20080127.0,",,N",41.0,",,N,27,",38.1,",,N,27,",181.2,",,,N",54.0,",,,N",,,,,,,,,,
2195,US1ORLA0056,2008-01,44.084047,-123.351258,122.5,"VENETA 2.5 N, OR US",22.0,",N",16.0,",N",4.0,",N",2.0,",N",20080128.0,",,N",20080105.0,",,N",140.0,",,N,28,",36.1,",,N,05,",275.4,",,,N",197.0,",,,N",,,,,,,,,,
2196,US1ORLA0057,2008-01,43.9336,-122.9592,167.0,"CRESWELL 3.2 NE, OR US",16.0,"4,N",14.0,"4,N",2.0,"4,N",0.0,"4,N",20080128.0,"+,4,N",20080127.0,",4,N",0.0,"4,T,N,28,+",44.5,"4,,N,27,",195.8,"4,,,N",0.0,"4,T,,N",,,,,,,,,,
2197,US1ORLA0058,2008-01,44.0756,-122.9806,140.8,"SPRINGFIELD 1.6 N, OR US",19.0,"5,N",16.0,"5,N",0.0,"5,N",1.0,"5,N",20080128.0,",5,N",200801.0,"5,,N",112.0,"5,,N,28,",18.3,"5,,N,  ,",177.7,"1,a,,N",150.0,"5,,,N",,,,,,,,,,
2198,US1ORLA0062,2008-01,44.0744,-123.1167,124.4,"EUGENE 1.3 NNW, OR US",23.0,",N",16.0,",N",1.0,",N",0.0,"1,N",20080128.0,",1,N",20080127.0,",,N",13.0,"1,,N,28,",30.5,",,N,27,",175.7,",,,N",13.0,"1,,,N",,,,,,,,,,
2199,US1ORLA0064,2008-01,44.0508,-122.9189,156.1,"SPRINGFIELD 2.9 E, OR US",21.0,",N",17.0,",N",1.0,",N",0.0,",N",20080106.0,",,N",20080127.0,",,N",5.0,",,N,06,",45.2,",,N,27,",185.9,",,,N",5.0,",,,N",,,,,,,,,,
2200,US1ORLA0065,2007-12,44.039,-122.85,365.8,"SPRINGFIELD 6.4 E, OR US",24.0,"3,N",18.0,"3,N",2.0,"3,N",1.0,"3,N",20071227.0,",3,N",20071224.0,",3,N",46.0,"3,,N,27,",41.9,"3,,N,24,",193.0,"3,,,N",69.0,"3,,,N",,,,,,,,,,
2201,US1ORLA0066,2008-01,44.0662,-123.0083,139.0,"SPRINGFIELD 1.8 WNW, OR US",17.0,"3,N",14.0,"3,N",1.0,"3,N",0.0,"5,N",20080130.0,",5,N",20080127.0,",3,N",18.0,"5,,N,30,",37.6,"3,,N,27,",193.0,",a,,N",31.0,"5,,,N",,,,,,,,,,
2202,US1ORLA0067,2008-01,44.0628,-122.99,144.2,"SPRINGFIELD 0.9 NW, OR US",22.0,",N",18.0,",N",1.0,",N",0.0,",N",20080131.0,"+,,N",20080127.0,",,N",0.0,",,N,31,+",49.3,",,N,27,",206.0,",,,N",0.0,",,,N",,,,,,,,,,
2203,US1ORLA0068,2008-01,43.7088,-122.9808,273.7,"COTTAGE GROVE 6.8 SSE, OR US",21.0,",N",17.0,",N",2.0,",N",1.0,",N",20080128.0,",,N",20080105.0,",,N",254.0,",,N,28,",28.2,",,N,05,",223.2,",,,N",306.0,",,,N",4.0,",N",20080128.0,",,N",224.0,",,N,28,",,,,
2204,US1ORLA0069,2008-01,44.1106,-123.1544,116.7,"EUGENE 4.5 NNW, OR US",18.0,",N",15.0,",N",1.0,",N",0.0,",N",20080130.0,",,N",20080127.0,",,N",13.0,",,N,30,",35.6,",,N,27,",187.1,",,,N",13.0,",,,N",,,,,,,,,,
2205,US1ORLA0071,2009-10,44.0583,-122.9975,141.7,"SPRINGFIELD 1.1 WNW, OR US",19.0,"4,N",13.0,"4,N",0.0,"4,N",,,,,20091014.0,",4,N",,,24.9,"4,,N,14,",142.9,"4,,,N",,,,,,,,,,,,
2206,US1ORLA0072,2008-04,44.0717,-122.9814,142.6,"SPRINGFIELD 1.3 N, OR US",17.0,",N",10.0,",N",0.0,",N",0.0,",N",20080430.0,"+,,N",20080415.0,",,N",0.0,",,N,30,+",9.7,",,N,15,",67.1,",,,N",0.0,",,,N",,,,,,,,,,
2207,US1ORLA0073,2008-03,44.0042,-123.0931,186.2,"EUGENE 3.6 SSE, OR US",23.0,",N",18.0,",N",0.0,",N",0.0,",N",20080331.0,"+,,N",20080315.0,",,N",0.0,",,N,31,+",13.5,",,N,15,",130.4,",,,N",0.0,",,,N",,,,,,,,,,
2208,US1ORLA0074,2008-01,44.0922,-123.3514,124.7,"ELMIRA 1 W, OR US",21.0,",N",16.0,",N",4.0,",N",3.0,",N",20080127.0,",,N",20080127.0,",,N",145.0,",,N,27,",52.8,",,N,27,",308.8,",,,N",311.0,",,,N",,,,,,,,,,
2209,US1ORLA0075,2008-01,43.9675,-122.945,178.3,"PLEASANT HILL 1 S, OR US",20.0,",N",16.0,",N",2.0,",N",0.0,",N",20080131.0,"+,,N",20080127.0,",,N",0.0,",,N,31,+",38.4,",,N,27,",190.8,",,,N",0.0,",,,N",,,,,,,,,,
2210,US1ORLA0076,2008-01,43.9956,-124.115,20.7,"FLORENCE 0.9 NW, OR US",24.0,",N",20.0,",N",4.0,",N",0.0,",N",20080131.0,"+,,N",20080127.0,",,N",0.0,",,N,31,+",47.2,",,N,27,",322.4,",,,N",0.0,",,,N",,,,,,,,,,
2211,US1ORLA0077,2008-01,43.7997,-122.4156,720.2,"OAKRIDGE 4.6 NE, OR US",20.0,",N",17.0,",N",2.0,",N",12.0,",N",20080130.0,",,N",20080109.0,",,N",254.0,",,N,30,",37.3,",,N,09,",264.7,",,,N",1311.0,",,,N",31.0,",N",20080130.0,",,N",622.0,",,N,30,",,,,
2212,US1ORLA0078,2008-02,44.0433,-122.9203,212.1,"SPRINGFIELD 2.9 ESE, OR US",13.0,"2,N",7.0,"2,N",0.0,"2,N",0.0,"2,N",20080229.0,"+,2,N",20080201.0,",2,N",0.0,"2,,N,29,+",15.0,"2,,N,01,",59.1,"2,,,N",0.0,"2,,,N",,,,,,,,,,
2213,US1ORLA0079,2008-02,44.0047,-123.0706,156.4,"EUGENE 3.9 SSE, OR US",15.0,"2,N",6.0,"2,N",1.0,"2,N",0.0,"2,N",20080229.0,"+,2,N",20080201.0,",2,N",0.0,"2,,N,29,+",27.9,"2,,N,01,",86.9,",a,,N",0.0,"2,,,N",,,,,,,,,,
2214,US1ORLA0080,2008-01,44.0103,-123.0622,237.7,"EUGENE 3.9 SE, OR US",19.0,",N",17.0,",N",1.0,",N",0.0,"1,N",20080106.0,",1,N",20080127.0,",,N",13.0,"1,,N,06,",35.6,",,N,27,",216.2,",,,N",21.0,"1,,,N",,,,,,,,,,
2215,US1ORLA0081,2008-11,44.0481,-123.3292,117.3,"VENETA 1 E, OR US",19.0,"1,N",12.0,"1,N",1.0,"1,N",0.0,",N",20081130.0,"+,,N",20081104.0,",1,N",0.0,",,N,30,+",35.8,"1,,N,04,",130.4,"1,,,N",0.0,",,,N",,,,,,,,,,
2216,US1ORLA0082,2008-01,44.0397,-123.0217,199.9,"SPRINGFIELD 2.4 SW, OR US",19.0,",N",17.0,",N",1.0,",N",3.0,",N",20080128.0,",,N",20080127.0,",,N",198.0,",,N,28,",35.6,",,N,27,",194.7,",,,N",295.0,",,,N",,,,,,,,,,
2217,US1ORLA0083,2008-01,44.1514,-122.9111,164.0,"SPRINGFIELD 7.5 NNE, OR US",20.0,"1,N",17.0,"1,N",2.0,"1,N",3.0,"1,N",20080128.0,",1,N",20080127.0,",1,N",127.0,"1,,N,28,",38.6,"1,,N,27,",257.9,"1,,,N",216.0,"1,,,N",,,,,,,,,,
2218,US1ORLA0084,2008-01,43.9064,-123.0078,165.8,"CRESWELL 1 SE, OR US",22.0,",N",17.0,",N",1.0,",N",2.0,"1,N",20080128.0,",1,N",20080127.0,",,N",89.0,"1,,N,28,",46.5,",,N,27,",228.5,",,,N",122.0,"1,,,N",3.0,"3,N",20080128.0,",3,N",114.0,"3,,N,28,",,,,
2219,US1ORLA0085,2008-01,44.0017,-123.0094,150.9,"EUGENE 5 ESE, OR US",21.0,",N",18.0,",N",1.0,",N",3.0,",N",20080128.0,",,N",20080127.0,",,N",107.0,",,N,28,",35.3,",,N,27,",197.9,",,,N",178.0,",,,N",,,,,,,,,,
2220,US1ORLA0086,2008-01,44.089086,-123.111079,121.9,"EUGENE 2.6 N, OR US",20.0,"1,N",16.0,"1,N",1.0,"1,N",0.0,"1,N",20080131.0,"+,1,N",20080127.0,",1,N",0.0,"1,,N,31,+",36.8,"1,,N,27,",181.7,"1,,,N",0.0,"1,,,N",,,,,,,,,,
2221,US1ORLA0087,2008-01,44.009272,-123.059762,259.7,"EUGENE 4.0 SE, OR US",,,,,,,,,,,,,,,,,237.3,",a,,N",,,,,,,,,,,,
2222,US1ORLA0088,2008-01,43.908718,-124.088411,51.8,"FLORENCE 5.4 S, OR US",20.0,",N",19.0,",N",5.0,",N",2.0,",N",20080128.0,"+,,N",20080127.0,",,N",25.0,",,N,28,+",58.4,",,N,27,",334.9,",,,N",50.0,",,,N",,,,,,,,,,
2223,US1ORLA0089,2008-02,44.078,-124.0925,28.0,"FLORENCE 6 N, OR US",19.0,"1,N",13.0,"1,N",2.0,"1,N",0.0,"1,N",20080229.0,"+,1,N",20080202.0,",1,N",0.0,"1,,N,29,+",35.6,"1,,N,02,",141.4,"1,,,N",0.0,"1,,,N",,,,,,,,,,
2224,US1ORLA0091,2008-01,44.0625,-124.0961,64.0,"FLORENCE 5.4 N, OR US",24.0,",N",18.0,",N",2.0,",N",0.0,",N",20080131.0,"+,,N",20080127.0,",,N",0.0,",,N,31,+",50.8,",,N,27,",319.3,",,,N",0.0,",,,N",,,,,,,,,,
2225,US1ORLA0092,2008-01,44.0697,-123.1639,119.8,"EUGENE 2.8 NW, OR US",18.0,",N",16.0,",N",1.0,",N",0.0,",N",20080127.0,",,N",20080127.0,",,N",13.0,",,N,27,",45.7,",,N,27,",196.3,",,,N",13.0,",,,N",,,,,,,,,,
2226,US1ORLA0093,2008-01,43.925993,-122.768026,395.6,"LOWELL 0.7 ENE, OR US",19.0,"3,N",17.0,"3,N",1.0,"3,N",3.0,"3,N",20080128.0,",3,N",20080127.0,",3,N",216.0,"3,,N,28,",47.5,"3,,N,27,",217.1,"3,,,N",292.0,"3,,,N",,,,,,,,,,
2227,US1ORLA0095,2008-04,44.0261,-123.0978,144.5,"EUGENE 2 SSE, OR US",17.0,",N",9.0,",N",0.0,",N",0.0,",N",20080420.0,"+,,N",20080423.0,",,N",0.0,",T,N,20,+",15.2,",,N,23,",59.6,",,,N",0.0,",T,,N",,,,,,,,,,
2228,US1ORLA0097,2008-10,44.0047,-123.0703,157.6,"EUGENE 4 SSE, OR US",,,,,,,,,,,,,,,,,51.8,"5,a,,N",,,,,,,,,,,,
2229,US1ORLA0098,2008-01,44.0094,-123.1322,219.8,"EUGENE 3.2 SW, OR US",19.0,"2,N",15.0,"2,N",1.0,"2,N",2.0,"1,N",20080128.0,",1,N",20080105.0,",2,N",102.0,"1,,N,28,",40.6,"2,,N,05,",187.8,"2,,,N",158.0,"1,,,N",,,,,,,,,,
2230,US1ORLA0100,2008-01,43.851116,-122.791876,298.7,"DEXTER 4.7 SSE, OR US",16.0,"5,N",14.0,"5,N",3.0,"5,N",3.0,"4,N",20080128.0,",4,N",20080127.0,",5,N",155.0,"4,,N,28,",46.7,"5,,N,27,",254.3,"5,,,N",293.0,"4,,,N",,,,,,,,,,
2231,US1ORLA0101,2008-01,44.0831,-123.135,121.9,"EUGENE 2.4 NNW, OR US",17.0,"5,N",14.0,"5,N",2.0,"5,N",2.0,"5,N",20080128.0,",5,N",20080127.0,",5,N",140.0,"5,,N,28,",37.6,"5,,N,27,",199.4,"2,a,,N",188.0,"5,,,N",,,,,,,,,,
